
"CS052 - Tenure and persons per room by accommodation type"
"ONS Crown Copyright Reserved [from Nomis on 5 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2001"
"Tenure     :","All categories: Tenure"
"Accommodation type:","All categories: Accommodation type"

"2001 output area","mnemonic","All categories: Number of persons per room in household","Up to 0.5 persons per room","Over 0.5 and up to 1.0 persons per room","Over 1.0 and up to 1.5 persons per room","Over 1.5 persons per room"
"00CNGQ0014","E00048070",130,93,37,0,0
"00CNGQ0015","E00048071",139,99,34,3,3
"00CNGQ0016","E00048072",70,12,55,0,3
"00CNGQ0017","E00048073",151,40,108,0,3
"00CNGQ0018","E00048074",124,94,30,0,0
"00CNGQ0019","E00048075",132,90,39,0,3
"00CNGQ0020","E00048076",132,96,36,0,0
"00CNGQ0021","E00048077",131,99,32,0,0
"00CNGQ0022","E00048078",115,86,29,0,0
"00CNGQ0023","E00048079",129,93,36,0,0
"00CNGQ0024","E00048080",129,99,30,0,0
"00CNGQ0025","E00048081",111,81,30,0,0
"00CNGQ0026","E00048082",137,82,49,6,0
"00CNGQ0027","E00048083",120,78,36,6,0
"00CNGQ0028","E00048084",114,81,30,3,0
"00CNGQ0029","E00048085",116,78,32,6,0
"00CNGQ0030","E00048086",112,61,44,7,0
"00CNGQ0031","E00048087",133,81,43,6,3
"00CNGQ0032","E00048088",114,70,39,5,0
"00CNGQ0033","E00048089",118,67,51,0,0
"00CNGQ0034","E00048090",113,71,42,0,0
"00CNGQ0035","E00048091",125,69,53,3,0
"00CNGQ0036","E00048092",127,74,47,6,0
"00CNGQ0037","E00048093",116,77,39,0,0
"00CNGQ0038","E00048094",119,71,41,7,0
"00CNGQ0039","E00048095",128,101,27,0,0
"00CNGQ0040","E00048096",135,70,53,9,3
"00CNGQ0041","E00048097",115,65,50,0,0
"00CNGQ0042","E00048098",134,82,46,6,0
"00CNGQ0043","E00048099",120,72,41,4,3
"00CNGQ0044","E00048100",123,84,33,6,0
"00CNGQ0045","E00048101",134,92,39,0,3
"00CNGQ0046","E00048102",111,68,40,3,0
"00CNGQ0047","E00048103",111,71,34,6,0
"00CNGQ0048","E00048104",103,63,36,4,0
"00CNGQ0049","E00048105",103,66,37,0,0
"00CNGQ0050","E00048106",131,88,40,3,0
"00CNGQ0051","E00048107",115,70,45,0,0
"00CNGQ0052","E00048108",130,70,54,3,3
"00CNGQ0053","E00048109",128,75,44,6,3
"00CNGQ0054","E00048110",130,65,62,3,0
"00CNGQ0055","E00048111",121,66,49,6,0
"00CNGQ0056","E00048112",120,91,29,0,0
"00CNGQ0057","E00048113",129,86,37,3,3
"00CNGQ0058","E00048114",132,75,54,3,0
"00CNGQ0059","E00048115",133,85,44,4,0
"00CNGQ0060","E00048116",122,99,23,0,0
"00CNGQ0061","E00048117",132,103,26,3,0
"00CNGQ0062","E00048118",136,114,19,0,3
"00CNGQ0063","E00048119",135,95,40,0,0
"00CNGQ0064","E00048120",131,101,30,0,0
"00CNGQ0065","E00048121",125,100,25,0,0
"00CNGQ0066","E00048122",115,61,48,6,0
"00CNGQ0067","E00048123",114,91,23,0,0
"00CNGQ0068","E00048124",140,96,41,0,3
"00CNGQ0069","E00048125",135,91,44,0,0
"00CNGQ0070","E00048126",134,113,21,0,0
"00CNGQ0071","E00048127",135,107,28,0,0
"00CNGQ0072","E00048128",125,91,34,0,0
"00CNGR0001","E00048129",121,76,36,6,3
"00CNGR0002","E00048130",127,75,46,3,3
"00CNGR0003","E00048131",124,86,38,0,0
"00CNGR0004","E00048132",113,73,37,3,0
"00CNGR0005","E00048133",108,72,36,0,0
"00CNGR0006","E00048134",124,72,49,3,0
"00CNGR0007","E00048135",122,68,46,8,0
"00CNGR0008","E00048136",134,99,32,3,0
"00CNGR0009","E00048137",128,70,49,6,3
"00CNGR0010","E00048138",104,69,35,0,0
"00CNGR0011","E00048139",114,67,44,3,0
"00CNGR0012","E00048140",114,79,32,3,0
"00CNGR0013","E00048141",117,83,34,0,0
"00CNGR0014","E00048142",119,81,35,0,3
"00CNGR0015","E00048143",119,87,32,0,0
"00CNGR0016","E00048144",130,79,45,3,3
"00CNGR0017","E00048145",136,95,32,6,3
"00CNGR0018","E00048146",117,60,50,7,0
"00CNGR0019","E00048147",120,83,34,3,0
"00CNGR0020","E00048148",126,79,44,3,0
"00CNGR0021","E00048149",116,84,29,3,0
"00CNGR0022","E00048150",155,103,46,3,3
"00CNGR0023","E00048151",153,126,24,0,3
"00CNGR0024","E00048152",123,88,35,0,0
"00CNGR0025","E00048153",119,72,44,3,0
"00CNGR0026","E00048154",123,83,37,3,0
"00CNGR0027","E00048155",127,88,36,3,0
"00CNGR0028","E00048156",120,67,47,6,0
"00CNGR0029","E00048157",114,70,44,0,0
"00CNGR0030","E00048158",139,91,42,6,0
"00CNGR0031","E00048159",127,94,30,0,3
"00CNGR0032","E00048160",103,77,26,0,0
"00CNGR0033","E00048161",131,98,33,0,0
"00CNGR0034","E00048162",128,84,41,3,0
"00CNGR0035","E00048163",113,65,44,4,0
"00CNGR0036","E00048164",132,91,38,3,0
"00CNGR0037","E00048165",127,84,40,3,0
"00CNGR0038","E00048166",141,84,48,9,0
"00CNGR0039","E00048167",110,81,26,3,0
"00CNGR0040","E00048168",123,83,40,0,0
"00CNGR0041","E00048169",140,88,46,6,0
"00CNGR0042","E00048170",127,75,46,6,0
"00CNGR0043","E00048171",120,69,51,0,0
"00CNGR0044","E00048172",117,82,35,0,0
"00CNGR0045","E00048173",135,92,43,0,0
"00CNGR0046","E00048174",121,81,40,0,0
"00CNGR0047","E00048175",127,78,46,3,0
"00CNGR0048","E00048176",114,95,19,0,0
"00CNGR0049","E00048177",117,76,35,3,3
"00CNGR0050","E00048178",114,71,40,3,0
"00CNGR0051","E00048179",123,73,44,6,0
"00CNGR0052","E00048180",111,70,38,3,0
"00CNGR0053","E00048181",106,74,32,0,0
"00CNGR0054","E00048182",117,72,45,0,0
"00CNGR0055","E00048183",123,79,41,3,0
"00CNGR0056","E00048184",130,92,38,0,0
"00CNGR0057","E00048185",116,88,28,0,0
"00CNGR0058","E00048186",110,89,21,0,0
"00CNGR0059","E00048187",131,100,28,3,0
"00CNGR0060","E00048188",155,114,33,5,3
"00CNGR0061","E00048189",137,94,37,6,0
"00CNGR0062","E00048190",125,84,35,6,0
"00CNGR0063","E00048191",140,84,50,6,0
"00CNGR0064","E00048192",153,106,38,6,3
"00CNGR0065","E00048193",136,110,23,3,0
"00CNGR0066","E00048194",143,105,38,0,0
"00CNGR0067","E00048195",146,100,43,3,0
"00CNGR0068","E00048196",115,62,44,3,6
"00CNGR0069","E00048197",127,72,52,3,0
"00CNGR0070","E00048198",125,77,42,6,0
"00CNGR0071","E00048199",144,112,26,3,3
"00CNGR0072","E00048200",119,81,38,0,0
"00CNGR0073","E00048201",117,62,46,9,0
"00CNGR0074","E00048202",125,97,28,0,0
"00CNGR0075","E00048203",122,73,43,6,0



"","Cells in this dataset have been randomly adjusted to avoid the release"
"","of confidential data."
"",""

