
"KS017 - Cars or Vans"
"ONS Crown Copyright Reserved [from Nomis on 5 April 2025]"
"Population :","All households"
"Units      :","Persons and Households"
"Date       :","2001"

"2001 output area","mnemonic","No cars or vans in household","1 car or van in household","2 cars or vans in household","3 cars or vans in household","4 or more cars or vans in household"
"00CNFG0072","E00045654",71,49,3,3,0
"00CNFG0073","E00045655",41,76,16,3,0
"00CNFG0074","E00045656",28,51,15,6,0
"00CNFG0075","E00045657",41,57,7,0,0
"00CNFG0076","E00045658",90,42,8,0,0
"00CNFG0077","E00045659",80,47,6,0,3
"00CNFG0078","E00045660",45,35,9,4,0
"00CNFG0079","E00045661",38,46,16,3,0
"00CNFH0001","E00045662",58,52,10,0,0
"00CNFH0002","E00045663",37,56,39,5,0
"00CNFH0003","E00045664",41,73,27,0,4
"00CNFH0004","E00045665",78,40,9,3,0
"00CNFH0005","E00045666",59,61,10,0,0
"00CNFH0006","E00045667",71,69,22,3,3
"00CNFH0007","E00045668",54,87,42,4,0
"00CNFH0008","E00045669",89,80,15,3,0
"00CNFH0009","E00045670",65,51,16,3,0
"00CNFH0010","E00045671",68,49,12,0,0
"00CNFH0011","E00045672",22,65,31,6,3
"00CNFH0012","E00045673",81,23,8,0,0
"00CNFH0013","E00045674",53,47,20,8,4
"00CNFH0014","E00045675",14,50,41,6,0
"00CNFH0015","E00045676",22,46,54,8,3
"00CNFH0016","E00045677",35,48,24,8,3
"00CNFH0017","E00045678",52,54,14,3,0
"00CNFH0018","E00045679",39,40,28,6,0
"00CNFH0019","E00045680",42,49,20,3,0
"00CNFH0020","E00045681",59,50,16,3,0
"00CNFH0021","E00045682",52,54,8,3,0
"00CNFH0022","E00045683",34,54,25,6,0
"00CNFH0023","E00045684",50,35,17,5,0
"00CNFH0024","E00045685",20,63,33,0,3
"00CNFH0025","E00045686",70,31,19,3,0
"00CNFH0026","E00045687",48,52,18,3,0
"00CNFH0027","E00045688",42,55,26,4,0
"00CNFH0028","E00045689",22,55,37,4,3
"00CNFH0029","E00045690",27,75,26,3,0
"00CNFH0030","E00045691",31,54,28,6,0
"00CNFH0031","E00045692",48,34,12,3,0
"00CNFH0032","E00045693",22,65,20,8,0
"00CNFH0033","E00045694",31,55,25,6,0
"00CNFH0034","E00045695",42,58,26,4,3
"00CNFH0035","E00045696",64,35,5,0,3
"00CNFH0036","E00045697",35,55,14,4,0
"00CNFH0037","E00045698",47,44,11,5,0
"00CNFH0038","E00045699",34,55,20,5,3
"00CNFH0039","E00045700",45,38,8,0,0
"00CNFH0040","E00045701",20,58,24,7,0
"00CNFH0041","E00045702",36,68,19,10,0
"00CNFH0042","E00045703",29,57,12,3,0
"00CNFH0043","E00045704",46,51,12,3,0
"00CNFH0044","E00045705",14,59,27,6,3
"00CNFH0045","E00045706",49,45,21,3,3
"00CNFH0046","E00045707",42,56,8,6,3
"00CNFH0047","E00045708",39,60,20,3,0
"00CNFH0048","E00045709",62,60,9,0,3
"00CNFH0049","E00045710",30,63,18,6,3
"00CNFH0050","E00045711",26,61,29,6,3
"00CNFH0051","E00045712",64,47,13,3,0
"00CNFH0052","E00045713",50,59,15,3,3
"00CNFH0053","E00045714",31,79,26,3,3
"00CNFH0054","E00045715",39,56,28,3,3
"00CNFH0055","E00045716",91,29,5,0,0
"00CNFH0056","E00045717",26,56,29,5,0
"00CNFH0057","E00045718",63,51,14,0,0
"00CNFH0058","E00045719",83,52,3,0,0
"00CNFH0059","E00045720",53,52,33,6,0
"00CNFH0060","E00045721",33,60,37,3,3
"00CNFH0061","E00045722",35,52,13,0,0
"00CNFH0062","E00045723",93,27,5,0,0
"00CNFH0063","E00045724",31,62,42,7,0
"00CNFH0064","E00045725",70,38,5,0,0
"00CNFH0065","E00045726",93,36,3,0,0
"00CNFH0066","E00045727",106,31,3,0,0
"00CNFH0067","E00045728",52,57,16,3,0
"00CNFH0068","E00045729",43,62,21,5,0
"00CNFH0069","E00045730",33,65,23,3,0
"00CNFH0070","E00045731",41,72,19,0,0
"00CNFH0071","E00045732",36,64,20,0,0
"00CNFH0072","E00045733",89,26,7,0,0
"00CNFH0073","E00045734",33,52,37,10,3
"00CNFH0074","E00045735",96,30,3,0,0
"00CNFH0075","E00045736",49,59,18,3,0
"00CNFH0076","E00045737",42,83,23,3,3
"00CNFH0077","E00045738",95,26,3,3,0
"00CNFH0078","E00045739",33,68,20,3,0
"00CNFH0079","E00045740",42,51,13,4,0
"00CNFH0080","E00045741",56,59,8,3,0
"00CNFH0081","E00045742",36,64,24,10,3
"00CNFH0082","E00045743",18,68,45,7,0
"00CNFH0083","E00045744",22,53,18,0,0
"00CNFH0084","E00045745",66,57,6,0,0
"00CNFJ0001","E00045746",63,64,22,5,0
"00CNFJ0002","E00045747",62,51,11,0,0
"00CNFJ0003","E00045748",52,45,12,3,0
"00CNFJ0004","E00045749",48,63,29,3,0
"00CNFJ0005","E00045750",33,56,37,6,3
"00CNFJ0006","E00045751",55,61,19,0,3
"00CNFJ0007","E00045752",51,71,18,8,0
"00CNFJ0008","E00045753",72,50,14,0,0
"00CNFJ0009","E00045754",28,57,31,3,0
"00CNFJ0010","E00045755",45,57,15,3,0
"00CNFJ0011","E00045756",114,18,0,0,0
"00CNFJ0012","E00045757",96,33,8,0,3
"00CNFJ0013","E00045758",55,62,15,3,0
"00CNFJ0014","E00045759",29,63,26,5,0
"00CNFJ0015","E00045760",53,59,12,4,0
"00CNFJ0016","E00045761",44,66,22,3,0
"00CNFJ0017","E00045762",50,61,18,4,0
"00CNFJ0018","E00045763",53,69,16,3,0
"00CNFJ0019","E00045764",69,52,7,3,0
"00CNFJ0020","E00045765",75,58,17,0,0
"00CNFJ0021","E00045766",57,67,5,0,0
"00CNFJ0022","E00045767",57,65,16,0,3
"00CNFJ0023","E00045768",66,53,7,3,3
"00CNFJ0024","E00045769",57,72,15,0,3
"00CNFJ0025","E00045770",68,49,7,0,0
"00CNFJ0026","E00045771",47,55,11,0,0
"00CNFJ0027","E00045772",27,52,29,10,0
"00CNFJ0028","E00045773",22,50,24,7,3
"00CNFJ0029","E00045774",53,55,14,3,3
"00CNFJ0030","E00045775",63,48,15,3,0
"00CNFJ0031","E00045776",22,51,34,0,3
"00CNFJ0032","E00045777",32,53,23,3,0
"00CNFJ0033","E00045778",41,55,8,0,0
"00CNFJ0034","E00045779",60,46,15,0,0
"00CNFJ0035","E00045780",48,51,13,0,0
"00CNFJ0036","E00045781",68,54,11,3,0
"00CNFJ0037","E00045782",18,57,40,3,0
"00CNFJ0038","E00045783",49,47,17,3,0
"00CNFJ0039","E00045784",50,62,17,3,3
"00CNFJ0040","E00045785",18,52,40,3,3
"00CNFJ0041","E00045786",54,56,17,0,0
"00CNFJ0042","E00045787",51,54,17,0,0
"00CNFJ0043","E00045788",49,64,17,0,0
"00CNFJ0044","E00045789",59,28,4,0,0
"00CNFJ0045","E00045790",23,57,23,5,0
"00CNFJ0046","E00045791",60,44,17,0,3
"00CNFJ0047","E00045792",48,44,8,0,0
"00CNFJ0048","E00045793",60,43,11,5,0
"00CNFJ0049","E00045794",42,59,23,0,0
"00CNFJ0050","E00045795",69,47,14,3,0
"00CNFJ0051","E00045796",62,45,7,0,0
"00CNFJ0052","E00045797",50,61,17,5,0
"00CNFJ0053","E00045798",26,67,26,4,0
"00CNFJ0054","E00045799",65,41,10,0,3
"00CNFJ0055","E00045800",55,57,8,3,0
"00CNFJ0056","E00045801",43,53,6,3,0
"00CNFJ0057","E00045802",38,69,18,3,0
"00CNFJ0058","E00045803",45,58,13,0,4
"00CNFJ0059","E00045804",80,37,6,0,0
"00CNFJ0060","E00045805",56,55,14,0,0
"00CNFJ0061","E00045806",44,63,22,5,0
"00CNFJ0062","E00045807",38,53,25,5,4
"00CNFJ0063","E00045808",35,59,12,0,0
"00CNFJ0064","E00045809",51,48,10,3,0
"00CNFJ0065","E00045810",29,58,23,3,0
"00CNFJ0066","E00045811",34,60,16,0,0
"00CNFJ0067","E00045812",58,72,9,0,0
"00CNFJ0068","E00045813",86,53,12,3,0
"00CNFJ0069","E00045814",68,46,8,3,3
"00CNFJ0070","E00045815",76,55,12,0,0
"00CNFJ0071","E00045816",33,40,10,3,0
"00CNFJ0072","E00045817",56,43,14,0,0
"00CNFJ0073","E00045818",53,87,13,3,0
"00CNFJ0074","E00045819",57,49,25,3,4
"00CNFJ0075","E00045820",33,77,25,5,0
"00CNFJ0076","E00045821",32,51,20,5,0
"00CNFK0001","E00045822",25,62,28,4,0
"00CNFK0002","E00045823",67,44,21,4,0
"00CNFK0003","E00045824",11,65,48,5,0
"00CNFK0004","E00045825",23,49,35,10,0
"00CNFK0005","E00045826",22,56,43,8,0
"00CNFK0006","E00045827",16,56,40,8,0
"00CNFK0007","E00045828",17,48,38,13,3
"00CNFK0008","E00045829",24,51,34,6,0
"00CNFK0009","E00045830",30,59,32,4,3
"00CNFK0010","E00045831",20,51,45,4,3
"00CNFK0011","E00045832",15,54,45,11,3
"00CNFK0012","E00045833",18,67,36,5,0
"00CNFK0013","E00045834",23,63,36,7,4
"00CNFK0014","E00045835",23,59,38,7,3
"00CNFK0015","E00045836",24,54,37,9,4
"00CNFK0016","E00045837",19,53,46,5,0
"00CNFK0017","E00045838",54,59,21,3,0
"00CNFK0018","E00045839",32,77,26,8,0
"00CNFK0019","E00045840",20,56,44,7,0
"00CNFK0020","E00045841",55,50,8,0,3
"00CNFK0021","E00045842",42,63,15,3,0
"00CNFK0022","E00045843",39,51,17,3,0
"00CNFK0023","E00045844",30,59,26,5,0
"00CNFK0024","E00045845",42,55,14,3,0
"00CNFK0025","E00045846",38,62,11,0,0
"00CNFK0026","E00045847",55,55,16,0,0
"00CNFK0027","E00045848",46,53,20,3,0
"00CNFK0028","E00045849",31,53,18,0,0
"00CNFK0029","E00045850",38,61,15,3,0
"00CNFK0030","E00045851",48,48,17,5,0
"00CNFK0031","E00045852",24,54,33,4,0
"00CNFK0032","E00045853",39,43,32,3,3
"00CNFK0033","E00045854",17,77,23,3,3
"00CNFK0034","E00045855",22,61,34,0,3
"00CNFK0035","E00045856",33,55,28,3,0
"00CNFK0036","E00045857",55,32,12,3,3
"00CNFK0037","E00045858",31,61,25,3,0
"00CNFK0038","E00045859",21,54,42,6,0
"00CNFK0039","E00045860",17,58,42,5,4
"00CNFK0040","E00045861",19,65,32,10,4
"00CNFK0041","E00045862",32,55,37,7,0
"00CNFK0042","E00045863",20,58,31,6,0
"00CNFK0043","E00045864",16,48,43,6,3
"00CNFK0044","E00045865",22,49,34,8,0
"00CNFK0045","E00045866",45,57,9,4,0
"00CNFK0046","E00045867",29,51,31,5,0
"00CNFK0047","E00045868",30,52,31,5,0
"00CNFK0048","E00045869",19,56,35,12,3
"00CNFK0049","E00045870",9,52,40,10,5
"00CNFK0050","E00045871",27,64,31,5,0
"00CNFK0051","E00045872",21,57,42,0,0
"00CNFK0052","E00045873",25,53,33,14,0
"00CNFK0053","E00045874",20,55,45,6,3
"00CNFK0054","E00045875",62,58,18,0,0
"00CNFK0055","E00045876",62,53,10,0,0
"00CNFK0056","E00045877",13,61,33,9,0
"00CNFK0057","E00045878",21,66,55,12,0
"00CNFK0058","E00045879",57,48,19,3,0
"00CNFK0059","E00045880",60,67,11,4,0
"00CNFK0060","E00045881",13,59,51,11,0
"00CNFK0061","E00045882",21,59,42,8,0
"00CNFK0062","E00045883",33,75,21,3,0
"00CNFK0063","E00045884",56,52,11,0,0
"00CNFK0064","E00045885",26,56,39,8,3
"00CNFK0065","E00045886",59,55,14,6,3
"00CNFK0066","E00045887",40,66,25,5,3
"00CNFK0067","E00045888",31,61,28,9,0
"00CNFK0068","E00045889",25,53,39,12,0
"00CNFK0069","E00045890",9,50,50,12,3
"00CNFK0070","E00045891",25,55,38,6,3
"00CNFK0071","E00045892",16,44,56,14,3
"00CNFK0072","E00045893",14,57,46,7,3
"00CNFK0073","E00045894",29,60,22,5,4
"00CNFK0074","E00045895",6,66,37,8,0
"00CNFK0075","E00045896",12,58,46,8,3
"00CNFK0076","E00045897",68,60,29,4,0
"00CNFK0077","E00045898",19,71,33,7,0
"00CNFK0078","E00045899",17,44,51,14,0
"00CNFK0079","E00045900",26,67,33,3,0
"00CNFL0001","E00045901",39,56,32,8,3
"00CNFL0002","E00045902",55,48,9,3,0
"00CNFL0003","E00045903",68,59,16,5,3
"00CNFL0004","E00045904",64,65,9,3,0
"00CNFL0005","E00045905",52,71,6,0,0
"00CNFL0006","E00045906",108,64,10,3,3
"00CNFL0007","E00045907",48,35,12,3,0
"00CNFL0008","E00045908",72,41,4,3,0
"00CNFL0009","E00045909",48,48,15,3,0
"00CNFL0010","E00045910",38,59,19,0,0
"00CNFL0011","E00045911",57,62,28,0,0
"00CNFL0012","E00045912",86,37,9,3,0
"00CNFL0013","E00045913",86,38,3,3,0
"00CNFL0014","E00045914",70,57,7,0,0
"00CNFL0015","E00045915",30,59,9,0,0
"00CNFL0016","E00045916",107,40,6,0,0
"00CNFL0017","E00045917",67,61,5,3,0
"00CNFL0018","E00045918",25,54,26,3,3
"00CNFL0019","E00045919",46,57,19,3,0
"00CNFL0020","E00045920",63,47,7,3,0
"00CNFL0021","E00045921",56,51,4,3,0
"00CNFL0022","E00045922",60,38,23,9,3
"00CNFL0023","E00045923",49,55,20,0,0
"00CNFL0024","E00045924",60,37,11,0,0
"00CNFL0025","E00045925",57,47,9,3,0
"00CNFL0026","E00045926",76,49,4,3,3
"00CNFL0027","E00045927",81,32,8,3,0
"00CNFL0028","E00045928",60,45,3,0,0
"00CNFL0029","E00045929",69,41,4,8,3
"00CNFL0030","E00045930",65,51,8,3,3
"00CNFL0031","E00045931",48,53,6,0,0
"00CNFL0032","E00045932",47,38,11,3,0
"00CNFL0033","E00045933",25,65,34,9,3
"00CNFL0034","E00045934",44,59,20,0,3
"00CNFL0035","E00045935",84,37,6,0,0
"00CNFL0036","E00045936",79,32,11,0,0
"00CNFL0037","E00045937",58,56,15,0,0
"00CNFL0038","E00045938",79,36,7,0,0
"00CNFL0039","E00045939",54,52,6,0,0
"00CNFL0040","E00045940",56,47,16,0,0
"00CNFL0041","E00045941",78,50,13,3,0
"00CNFL0042","E00045942",87,27,8,0,0
"00CNFL0043","E00045943",72,48,6,0,0
"00CNFL0044","E00045944",57,59,3,0,0
"00CNFL0045","E00045945",66,42,7,5,0
"00CNFL0046","E00045946",110,28,3,0,0
"00CNFL0047","E00045947",69,41,5,0,3
"00CNFL0048","E00045948",57,49,4,0,0
"00CNFL0049","E00045949",53,53,17,0,0
"00CNFL0050","E00045950",70,48,13,3,0
"00CNFL0051","E00045951",68,56,7,3,3
"00CNFL0052","E00045952",47,47,10,0,0
"00CNFL0053","E00045953",74,45,12,0,0
"00CNFL0054","E00045954",46,43,25,0,0
"00CNFL0055","E00045955",56,52,22,3,0
"00CNFL0056","E00045956",68,46,8,3,3
"00CNFL0057","E00045957",65,54,10,3,0
"00CNFL0058","E00045958",102,29,4,3,0
"00CNFL0059","E00045959",59,51,13,3,0
"00CNFL0060","E00045960",77,51,13,4,0
"00CNFL0061","E00045961",57,61,9,3,0
"00CNFL0062","E00045962",36,56,15,3,0
"00CNFL0063","E00045963",48,59,23,0,3
"00CNFL0064","E00045964",79,24,9,0,0
"00CNFL0065","E00045965",60,41,13,4,3
"00CNFL0066","E00045966",50,69,8,3,0
"00CNFL0067","E00045967",54,55,13,4,3
"00CNFL0068","E00045968",72,56,11,3,3
"00CNFL0069","E00045969",57,62,18,0,0
"00CNFM0001","E00045970",46,51,10,3,0
"00CNFM0002","E00045971",30,69,30,7,3
"00CNFM0003","E00045972",30,55,32,0,0
"00CNFM0004","E00045973",45,67,12,3,0
"00CNFM0005","E00045974",20,82,26,4,0
"00CNFM0006","E00045975",16,57,35,6,0
"00CNFM0007","E00045976",24,46,40,11,0
"00CNFM0008","E00045977",47,42,21,4,3
"00CNFM0009","E00045978",35,62,42,3,0
"00CNFM0010","E00045979",39,34,34,3,9
"00CNFM0011","E00045980",11,63,52,3,3
"00CNFM0012","E00045981",29,58,31,7,0
"00CNFM0013","E00045982",32,48,35,4,0
"00CNFM0014","E00045983",57,38,20,0,0
"00CNFM0015","E00045984",31,53,42,7,0
"00CNFM0016","E00045985",32,62,34,8,3
"00CNFM0017","E00045986",35,52,25,6,3
"00CNFM0018","E00045987",11,56,37,8,0
"00CNFM0019","E00045988",27,47,35,3,3
"00CNFM0020","E00045989",47,67,28,3,0
"00CNFM0021","E00045990",21,57,33,7,0
"00CNFM0022","E00045991",50,58,13,4,3
"00CNFM0023","E00045992",121,37,3,0,3
"00CNFM0024","E00045993",58,44,28,6,3
"00CNFM0025","E00045994",25,51,23,8,0
"00CNFM0026","E00045995",37,51,29,5,0
"00CNFM0027","E00045996",91,24,5,0,0
"00CNFM0028","E00045997",38,50,22,0,0
"00CNFM0029","E00045998",66,50,13,0,0
"00CNFM0030","E00045999",70,23,24,10,4
"00CNFM0031","E00046000",53,60,27,3,0
"00CNFM0032","E00046001",48,40,34,3,0
"00CNFM0033","E00046002",70,44,6,3,0
"00CNFM0034","E00046003",69,47,15,0,0
"00CNFM0035","E00046004",44,68,9,3,3
"00CNFM0036","E00046005",41,51,29,5,0
"00CNFM0037","E00046006",50,72,18,0,0
"00CNFM0038","E00046007",65,58,20,5,0
"00CNFM0039","E00046008",54,57,12,3,3
"00CNFM0040","E00046009",86,26,4,0,0
"00CNFM0041","E00046010",66,52,7,4,0
"00CNFM0042","E00046011",42,29,39,6,0
"00CNFM0043","E00046012",47,53,17,3,3
"00CNFM0044","E00046013",75,45,9,5,3
"00CNFM0045","E00046014",78,43,8,0,0
"00CNFM0046","E00046015",58,47,12,0,0
"00CNFM0047","E00046016",53,50,19,3,0
"00CNFM0048","E00046017",78,54,5,3,0
"00CNFM0049","E00046018",58,62,8,0,0
"00CNFM0050","E00046019",61,47,18,4,3
"00CNFM0051","E00046020",41,41,27,6,0
"00CNFM0052","E00046021",41,64,21,8,4
"00CNFM0053","E00046022",51,51,10,7,3
"00CNFM0054","E00046023",62,49,16,4,0
"00CNFM0055","E00046024",73,39,12,5,0
"00CNFM0056","E00046025",26,51,41,6,5
"00CNFM0057","E00046026",65,48,19,3,3
"00CNFM0058","E00046027",46,57,22,3,0
"00CNFM0059","E00046028",25,62,38,6,4
"00CNFM0060","E00046029",39,65,21,7,0
"00CNFM0061","E00046030",21,53,37,6,0
"00CNFM0062","E00046031",43,70,19,7,3
"00CNFM0063","E00046032",44,46,22,7,0
"00CNFM0064","E00046033",51,52,12,3,3
"00CNFM0065","E00046034",26,53,20,7,4
"00CNFM0066","E00046035",53,47,19,3,0
"00CNFM0067","E00046036",39,53,20,0,0
"00CNFM0068","E00046037",54,45,15,3,0
"00CNFM0069","E00046038",72,34,5,3,0
"00CNFM0070","E00046039",26,24,25,7,3
"00CNFM0071","E00046040",8,37,57,12,14
"00CNFM0072","E00046041",7,30,51,10,3
"00CNFM0073","E00046042",19,49,36,5,3
"00CNFM0074","E00046043",16,57,61,5,3
"00CNFM0075","E00046044",4,26,72,13,3
"00CNFM0076","E00046045",25,56,38,4,0
"00CNFM0077","E00046046",22,52,31,5,0
"00CNFM0078","E00046047",31,57,29,3,0
"00CNFM0079","E00046048",33,49,30,3,0
"00CNFM0080","E00046049",48,53,5,0,0
"00CNFM0081","E00046050",74,38,18,0,0
"00CNFN0001","E00046051",28,71,38,5,3
"00CNFN0002","E00046052",34,53,26,3,0
"00CNFN0003","E00046053",37,57,30,0,0
"00CNFN0004","E00046054",70,52,13,3,0
"00CNFN0005","E00046055",67,56,12,0,0
"00CNFN0006","E00046056",61,57,17,0,0
"00CNFN0007","E00046057",25,77,31,4,0
"00CNFN0008","E00046058",43,80,29,5,0
"00CNFN0009","E00046059",49,72,24,4,3
"00CNFN0010","E00046060",70,37,11,0,0
"00CNFN0011","E00046061",48,57,17,0,0
"00CNFN0012","E00046062",57,50,10,3,0
"00CNFN0013","E00046063",32,56,20,5,0
"00CNFN0014","E00046064",58,51,14,0,0
"00CNFN0015","E00046065",51,76,11,3,0
"00CNFN0016","E00046066",77,32,8,0,0
"00CNFN0017","E00046067",59,50,15,0,0
"00CNFN0018","E00046068",71,41,11,4,0
"00CNFN0019","E00046069",39,70,22,4,0
"00CNFN0020","E00046070",66,49,4,0,0
"00CNFN0021","E00046071",35,68,29,4,3
"00CNFN0022","E00046072",70,31,0,0,0
"00CNFN0023","E00046073",32,63,15,0,0
"00CNFN0024","E00046074",48,42,12,3,0
"00CNFN0025","E00046075",65,43,8,3,0
"00CNFN0026","E00046076",63,22,0,0,0
"00CNFN0027","E00046077",79,41,8,0,0
"00CNFN0028","E00046078",73,43,8,0,0
"00CNFN0029","E00046079",106,27,0,3,0
"00CNFN0030","E00046080",64,40,8,0,0
"00CNFN0031","E00046081",50,70,20,3,3
"00CNFN0032","E00046082",97,40,4,0,0
"00CNFN0033","E00046083",32,58,26,0,0
"00CNFN0034","E00046084",63,31,4,0,3
"00CNFN0035","E00046085",45,64,14,0,0
"00CNFN0036","E00046086",46,66,16,4,0
"00CNFN0037","E00046087",47,62,10,5,0
"00CNFN0038","E00046088",33,64,26,5,0
"00CNFN0039","E00046089",53,60,13,0,0
"00CNFN0040","E00046090",19,64,36,3,0
"00CNFN0041","E00046091",90,31,5,3,0
"00CNFN0042","E00046092",96,32,3,0,0
"00CNFN0043","E00046093",25,51,28,4,0
"00CNFN0044","E00046094",49,59,13,0,0
"00CNFN0045","E00046095",24,59,43,4,0
"00CNFN0046","E00046096",23,62,49,6,3
"00CNFN0047","E00046097",38,71,19,0,3
"00CNFN0048","E00046098",71,23,5,0,0
"00CNFN0049","E00046099",41,60,23,4,0
"00CNFN0050","E00046100",66,54,7,0,0
"00CNFN0051","E00046101",23,60,29,5,3
"00CNFN0052","E00046102",24,59,35,8,3
"00CNFN0053","E00046103",17,66,36,8,3
"00CNFN0054","E00046104",36,56,15,7,0
"00CNFN0055","E00046105",21,63,24,6,0
"00CNFN0056","E00046106",39,47,18,6,3
"00CNFN0057","E00046107",51,55,14,4,0
"00CNFN0058","E00046108",13,74,49,9,3
"00CNFN0059","E00046109",60,57,21,3,0
"00CNFN0060","E00046110",55,58,23,4,3
"00CNFN0061","E00046111",26,62,39,6,3
"00CNFN0062","E00046112",12,56,37,13,3
"00CNFN0063","E00046113",19,49,34,10,3
"00CNFN0064","E00046114",9,40,40,6,3
"00CNFN0065","E00046115",25,54,25,4,0
"00CNFN0066","E00046116",17,49,39,9,0
"00CNFN0067","E00046117",15,64,43,8,6
"00CNFN0068","E00046118",18,56,24,4,0
"00CNFN0069","E00046119",56,65,26,4,0
"00CNFN0070","E00046120",25,62,37,7,0
"00CNFN0071","E00046121",41,50,26,4,0
"00CNFN0072","E00046122",41,57,16,3,0
"00CNFN0073","E00046123",24,66,46,3,0
"00CNFN0074","E00046124",53,41,16,3,0
"00CNFN0075","E00046125",33,68,27,8,3
"00CNFN0076","E00046126",49,48,20,5,3
"00CNFN0077","E00046127",60,56,14,0,3
"00CNFN0078","E00046128",57,55,11,3,3
"00CNFN0079","E00046129",41,65,26,4,0
"00CNFN0080","E00046130",45,54,19,0,0
"00CNFN0081","E00046131",63,48,8,3,3
"00CNFP0001","E00046132",49,67,22,0,0
"00CNFP0002","E00046133",107,44,0,0,0
"00CNFP0003","E00046134",51,53,25,3,0
"00CNFP0004","E00046135",109,46,3,0,0
"00CNFP0005","E00046136",46,59,22,3,0
"00CNFP0006","E00046137",56,63,8,0,0
"00CNFP0007","E00046138",61,54,10,0,0
"00CNFP0008","E00046139",47,56,20,3,0
"00CNFP0009","E00046140",30,77,15,0,0
"00CNFP0010","E00046141",61,40,18,0,0
"00CNFP0011","E00046142",25,54,27,8,0
"00CNFP0012","E00046143",32,71,12,0,0
"00CNFP0013","E00046144",25,58,27,5,0
"00CNFP0014","E00046145",19,42,21,0,0
"00CNFP0015","E00046146",46,54,3,0,0
"00CNFP0016","E00046147",60,52,9,0,0
"00CNFP0017","E00046148",64,40,16,3,0
"00CNFP0018","E00046149",34,76,23,7,0
"00CNFP0019","E00046150",23,75,32,3,0
"00CNFP0020","E00046151",46,66,12,0,0
"00CNFP0021","E00046152",61,47,6,0,0
"00CNFP0022","E00046153",33,60,25,3,0
"00CNFP0023","E00046154",63,41,13,5,0
"00CNFP0024","E00046155",56,52,11,0,0
"00CNFP0025","E00046156",52,42,11,0,3
"00CNFP0026","E00046157",43,64,17,3,0
"00CNFP0027","E00046158",62,49,9,3,0
"00CNFP0028","E00046159",68,36,8,3,0
"00CNFP0029","E00046160",86,40,4,0,0
"00CNFP0030","E00046161",65,43,7,0,0
"00CNFP0031","E00046162",53,61,7,4,0
"00CNFP0032","E00046163",72,47,7,0,0
"00CNFP0033","E00046164",39,77,25,3,0
"00CNFP0034","E00046165",59,60,9,0,0
"00CNFP0035","E00046166",50,55,8,3,0
"00CNFP0036","E00046167",70,38,7,3,0
"00CNFP0037","E00046168",68,43,7,0,3
"00CNFP0038","E00046169",75,40,6,0,0
"00CNFP0039","E00046170",50,50,12,3,0
"00CNFP0040","E00046171",71,52,14,3,3
"00CNFP0041","E00046172",59,59,11,0,0
"00CNFP0042","E00046173",60,48,8,0,0
"00CNFP0043","E00046174",101,26,3,0,0
"00CNFP0044","E00046175",59,54,13,0,0
"00CNFP0045","E00046176",67,45,12,0,0
"00CNFP0046","E00046177",73,41,11,3,0
"00CNFP0047","E00046178",52,62,9,0,0
"00CNFP0048","E00046179",56,59,14,0,3
"00CNFP0049","E00046180",59,64,8,0,3
"00CNFP0050","E00046181",64,56,11,3,0
"00CNFP0051","E00046182",64,52,9,3,0
"00CNFP0052","E00046183",43,58,26,5,0
"00CNFP0053","E00046184",22,51,30,5,3
"00CNFP0054","E00046185",39,60,17,0,0
"00CNFP0055","E00046186",19,71,44,4,0
"00CNFP0056","E00046187",68,33,11,0,0
"00CNFP0057","E00046188",24,64,41,4,3
"00CNFQ0001","E00046189",60,62,17,4,3
"00CNFQ0002","E00046190",78,34,6,3,0
"00CNFQ0003","E00046191",25,60,31,13,0
"00CNFQ0004","E00046192",45,44,27,3,0
"00CNFQ0005","E00046193",56,37,14,3,0
"00CNFQ0006","E00046194",70,75,15,3,3
"00CNFQ0007","E00046195",19,44,29,8,0
"00CNFQ0008","E00046196",81,44,10,0,0
"00CNFQ0009","E00046197",18,51,41,6,3
"00CNFQ0010","E00046198",53,54,17,5,0
"00CNFQ0011","E00046199",16,60,38,5,0
"00CNFQ0012","E00046200",28,71,23,0,3
"00CNFQ0013","E00046201",46,53,16,0,0
"00CNFQ0014","E00046202",79,40,10,3,0
"00CNFQ0015","E00046203",52,54,16,4,0
"00CNFQ0016","E00046204",58,58,15,3,0
"00CNFQ0017","E00046205",20,56,31,3,3
"00CNFQ0018","E00046206",37,55,29,6,3
"00CNFQ0019","E00046207",89,32,9,0,0
"00CNFQ0020","E00046208",49,52,13,0,0
"00CNFQ0021","E00046209",72,38,10,3,0
"00CNFQ0022","E00046210",21,44,39,4,0
"00CNFQ0023","E00046211",66,58,8,0,0
"00CNFQ0024","E00046212",55,51,12,3,0
"00CNFQ0025","E00046213",48,52,7,3,0
"00CNFQ0026","E00046214",52,46,4,3,0
"00CNFQ0027","E00046215",48,38,17,5,3
"00CNFQ0028","E00046216",51,46,9,3,0
"00CNFQ0029","E00046217",55,43,16,3,0
"00CNFQ0030","E00046218",55,43,13,3,0
"00CNFQ0031","E00046219",49,38,15,5,0
"00CNFQ0032","E00046220",56,48,14,0,0
"00CNFQ0033","E00046221",41,52,16,5,0
"00CNFQ0034","E00046222",48,46,13,4,0
"00CNFQ0035","E00046223",61,45,11,3,0
"00CNFQ0036","E00046224",33,64,32,4,3
"00CNFQ0037","E00046225",24,73,37,5,3
