
"TS052 - Occupancy rating for bedrooms"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2021"

"2021 output area","mnemonic","Total: All households","Occupancy rating of bedrooms: +2 or more","Occupancy rating of bedrooms: +1","Occupancy rating of bedrooms: 0","Occupancy rating of bedrooms: -1","Occupancy rating of bedrooms: -2 or less"
"E00047350","E00047350",102,16,24,28,23,11
"E00047351","E00047351",105,22,17,32,19,15
"E00047353","E00047353",128,8,26,39,40,15
"E00047354","E00047354",85,13,23,22,19,8
"E00047355","E00047355",141,19,31,60,23,8
"E00047356","E00047356",121,16,26,56,18,5
"E00047357","E00047357",148,17,29,73,24,5
"E00047358","E00047358",95,22,19,33,14,7
"E00047359","E00047359",130,38,38,32,18,4
"E00047360","E00047360",106,28,18,39,13,8
"E00047361","E00047361",118,25,28,37,14,14
"E00047362","E00047362",100,18,16,30,22,14
"E00047363","E00047363",111,21,24,41,18,7
"E00047364","E00047364",102,16,24,31,26,5
"E00047365","E00047365",110,16,26,40,16,12
"E00047366","E00047366",126,23,39,42,12,10
"E00047367","E00047367",110,23,27,36,15,9
"E00047368","E00047368",85,11,20,27,16,11
"E00047369","E00047369",100,11,24,36,14,15
"E00047370","E00047370",129,17,28,48,17,19
"E00047371","E00047371",97,14,16,27,28,12
"E00047372","E00047372",121,28,33,39,13,8
"E00047373","E00047373",84,13,17,44,9,1
"E00047374","E00047374",127,16,40,44,20,7
"E00047375","E00047375",124,24,28,46,22,4
"E00047376","E00047376",129,29,29,44,18,9
"E00047377","E00047377",103,23,25,35,15,5
"E00047378","E00047378",120,22,44,34,15,5
"E00047379","E00047379",168,24,51,71,20,2
"E00047380","E00047380",182,24,46,90,19,3
"E00047381","E00047381",200,47,53,75,22,3
"E00047382","E00047382",165,41,42,44,23,15
"E00047383","E00047383",167,32,30,77,19,9
"E00047384","E00047384",151,12,37,65,29,8
"E00047385","E00047385",132,16,42,47,23,4
"E00047387","E00047387",163,21,48,70,20,4
"E00047388","E00047388",144,16,37,62,23,6
"E00047389","E00047389",198,38,90,51,14,5
"E00047390","E00047390",73,8,17,34,14,0
"E00047391","E00047391",131,31,24,46,27,3
"E00047392","E00047392",156,36,44,59,10,7
"E00047393","E00047393",137,40,21,54,17,5
"E00047394","E00047394",128,21,42,49,12,4
"E00047396","E00047396",147,40,38,46,18,5
"E00047397","E00047397",144,31,42,52,17,2
"E00047398","E00047398",120,15,22,49,30,4
"E00047399","E00047399",130,24,20,62,21,3
"E00047400","E00047400",142,9,41,45,35,12
"E00047401","E00047401",137,7,35,46,33,16
"E00047402","E00047402",184,18,37,77,39,13
"E00047403","E00047403",126,26,41,44,10,5
"E00047404","E00047404",109,24,29,30,13,13
"E00047405","E00047405",150,23,41,52,28,6
"E00047406","E00047406",114,10,47,39,15,3
"E00047407","E00047407",140,21,39,55,20,5
"E00047408","E00047408",111,32,19,29,22,9
"E00047409","E00047409",120,33,25,37,18,7
"E00047410","E00047410",115,25,33,26,22,9
"E00047411","E00047411",116,27,30,34,18,7
"E00047412","E00047412",108,25,29,39,9,6
"E00047413","E00047413",130,29,28,47,20,6
"E00047414","E00047414",101,42,22,22,10,5
"E00047415","E00047415",110,31,27,38,12,2
"E00047416","E00047416",156,24,45,61,24,2
"E00047417","E00047417",88,26,13,38,7,4
"E00047418","E00047418",118,9,27,53,24,5
"E00047419","E00047419",138,15,32,66,17,8
"E00047420","E00047420",164,22,55,66,16,5
"E00047421","E00047421",92,26,28,27,9,2
"E00047423","E00047423",149,48,23,46,27,5
"E00047424","E00047424",96,33,17,30,13,3
"E00047425","E00047425",130,30,30,43,18,9
"E00047426","E00047426",124,27,44,35,15,3
"E00047427","E00047427",127,18,53,36,18,2
"E00047428","E00047428",122,31,29,38,16,8
"E00047429","E00047429",102,16,28,38,16,4
"E00047430","E00047430",142,14,28,81,12,7
"E00047431","E00047431",134,19,26,66,19,4
"E00047433","E00047433",88,13,23,35,11,6
"E00047434","E00047434",112,18,34,29,21,10
"E00047435","E00047435",129,25,30,51,17,6
"E00047437","E00047437",128,35,41,35,12,5
"E00047438","E00047438",110,20,27,36,18,9
"E00047439","E00047439",137,25,44,43,24,1
"E00047440","E00047440",117,15,30,42,26,4
"E00047441","E00047441",81,16,24,28,9,4
"E00047442","E00047442",176,24,58,66,21,7
"E00047443","E00047443",186,34,19,114,18,1
"E00047444","E00047444",127,17,28,57,22,3
"E00047445","E00047445",198,11,64,87,30,6
"E00047446","E00047446",160,11,49,69,24,7
"E00047447","E00047447",220,21,40,123,34,2
"E00047450","E00047450",167,35,27,71,21,13
"E00047451","E00047451",110,21,18,47,16,8
"E00047452","E00047452",149,36,33,53,12,15
"E00047453","E00047453",97,17,24,28,17,11
"E00047454","E00047454",132,24,26,53,22,7
"E00047456","E00047456",136,13,21,75,17,10
"E00047457","E00047457",81,6,21,29,15,10
"E00047458","E00047458",128,14,28,73,10,3
"E00047462","E00047462",108,27,23,50,7,1
"E00047464","E00047464",111,12,19,57,19,4
"E00047465","E00047465",127,16,27,53,24,7
"E00047466","E00047466",112,14,30,44,19,5
"E00047467","E00047467",120,38,24,32,17,9
"E00047468","E00047468",80,25,25,18,9,3
"E00047470","E00047470",147,14,33,56,29,15
"E00047471","E00047471",102,16,21,43,12,10
"E00047472","E00047472",172,9,28,92,35,8
"E00047473","E00047473",102,0,16,56,28,2
"E00047474","E00047474",138,21,30,52,25,10
"E00047476","E00047476",127,23,33,42,21,8
"E00047477","E00047477",174,38,36,64,27,9
"E00047478","E00047478",143,16,28,65,26,8
"E00047479","E00047479",64,9,19,22,8,6
"E00047480","E00047480",181,15,36,109,16,5
"E00047481","E00047481",91,11,15,52,7,6
"E00047482","E00047482",137,28,23,50,22,14
"E00047483","E00047483",130,19,34,53,18,6
"E00047484","E00047484",92,8,12,47,19,6
"E00047485","E00047485",151,23,25,60,29,14
"E00047486","E00047486",49,9,5,17,9,9
"E00047487","E00047487",94,14,18,35,19,8
"E00047488","E00047488",106,17,21,32,20,16
"E00047489","E00047489",97,13,23,32,12,17
"E00047490","E00047490",107,16,22,33,20,16
"E00047491","E00047491",46,9,9,17,8,3
"E00047492","E00047492",107,24,22,41,19,1
"E00047493","E00047493",128,25,32,49,14,8
"E00047494","E00047494",147,23,37,41,34,12
"E00047495","E00047495",89,12,17,31,19,10
"E00047496","E00047496",66,12,16,23,12,3
"E00047497","E00047497",127,22,33,45,15,12
"E00047498","E00047498",121,15,33,44,17,12
"E00047499","E00047499",128,21,35,41,19,12
"E00047500","E00047500",82,9,22,28,18,5
"E00047501","E00047501",83,19,16,30,12,6
"E00047502","E00047502",98,18,20,25,18,17
"E00047503","E00047503",88,7,20,34,18,9
"E00047504","E00047504",110,19,18,36,25,12
"E00047505","E00047505",128,16,36,43,22,11
"E00047506","E00047506",134,15,23,71,19,6
"E00047507","E00047507",128,16,23,67,16,6
"E00047508","E00047508",101,13,29,24,23,12
"E00047509","E00047509",97,19,21,23,20,14
"E00047510","E00047510",77,7,13,26,20,11
"E00047511","E00047511",126,27,27,51,14,7
"E00047512","E00047512",152,24,29,72,18,9
"E00047513","E00047513",112,6,11,73,17,5
"E00047514","E00047514",79,6,14,32,15,12
"E00047515","E00047515",157,20,21,93,15,8
"E00047516","E00047516",106,13,28,35,22,8
"E00047517","E00047517",98,11,21,34,22,10
"E00047518","E00047518",121,4,23,58,30,6
"E00047519","E00047519",104,15,23,49,12,5
"E00047520","E00047520",157,24,39,63,25,6
"E00047521","E00047521",113,9,25,46,22,11
"E00047522","E00047522",70,12,15,26,12,5
"E00047523","E00047523",103,17,21,39,21,5
"E00047524","E00047524",92,19,20,28,20,5
"E00047525","E00047525",126,16,25,44,29,12
"E00047526","E00047526",127,16,20,59,19,13
"E00047527","E00047527",121,14,16,78,10,3
"E00047528","E00047528",125,21,29,48,11,16
"E00047529","E00047529",110,14,25,41,17,13
"E00047530","E00047530",104,12,17,59,12,4
"E00047531","E00047531",167,4,56,101,6,0
"E00047532","E00047532",145,49,31,52,8,5
"E00047533","E00047533",104,27,21,41,11,4
"E00047534","E00047534",169,22,52,53,36,6
"E00047535","E00047535",97,18,23,35,16,5
"E00047536","E00047536",177,36,27,105,8,1
"E00047537","E00047537",109,17,24,33,22,13
"E00047538","E00047538",143,10,36,79,18,0
"E00047539","E00047539",85,26,17,33,6,3
"E00047540","E00047540",107,29,21,27,16,14
"E00047541","E00047541",117,20,27,40,16,14
"E00047542","E00047542",104,26,25,32,15,6
"E00047543","E00047543",119,14,34,52,18,1
"E00047544","E00047544",112,64,21,13,9,5
"E00047546","E00047546",222,31,91,89,10,1
"E00047547","E00047547",103,29,22,28,12,12
"E00047548","E00047548",138,11,39,59,22,7
"E00047549","E00047549",149,1,47,101,0,0
"E00047550","E00047550",134,35,34,43,13,9
"E00047551","E00047551",124,29,12,73,9,1
"E00047552","E00047552",160,34,34,74,14,4
"E00047553","E00047553",111,16,25,41,16,13
"E00047554","E00047554",80,20,23,18,13,6
"E00047555","E00047555",90,20,26,18,18,8
"E00047556","E00047556",111,21,19,43,20,8
"E00047557","E00047557",114,30,27,29,19,9
"E00047558","E00047558",93,9,28,33,17,6
"E00047559","E00047559",113,22,29,31,21,10
"E00047560","E00047560",84,14,33,17,16,4
"E00047561","E00047561",77,14,26,20,10,7
"E00047562","E00047562",107,25,23,35,13,11
"E00047563","E00047563",93,22,21,30,12,8
"E00047564","E00047564",108,13,30,39,18,8
"E00047565","E00047565",116,18,30,42,17,9
"E00047566","E00047566",103,16,22,31,22,12
"E00047567","E00047567",58,8,8,25,7,10
"E00047568","E00047568",132,16,29,71,15,1
"E00047569","E00047569",122,25,26,40,20,11
"E00047570","E00047570",119,22,28,21,26,22
"E00047571","E00047571",102,15,19,43,16,9
"E00047573","E00047573",127,22,33,46,18,8
"E00047574","E00047574",142,19,63,53,5,2
"E00047575","E00047575",110,25,24,32,16,13
"E00047576","E00047576",147,26,34,67,15,5
"E00047577","E00047577",145,11,35,97,2,0
"E00047578","E00047578",117,25,32,38,17,5
"E00047579","E00047579",121,25,22,41,18,15
"E00047580","E00047580",138,37,40,42,15,4
"E00047581","E00047581",118,23,26,40,24,5
"E00047582","E00047582",97,28,20,20,16,13
"E00047583","E00047583",139,15,26,90,5,3
"E00047584","E00047584",89,15,19,34,18,3
"E00047586","E00047586",88,18,27,25,12,6
"E00047587","E00047587",108,21,23,49,9,6
"E00047588","E00047588",117,42,37,28,8,2
"E00047589","E00047589",96,19,16,56,4,1
"E00047590","E00047590",117,27,35,41,8,6
"E00047591","E00047591",142,19,32,84,5,2
"E00047592","E00047592",149,32,36,46,25,10
"E00047593","E00047593",93,19,16,38,9,11
"E00047594","E00047594",102,10,23,43,19,7
"E00047595","E00047595",159,48,38,70,2,1
"E00047596","E00047596",145,28,23,82,6,6
"E00047597","E00047597",123,44,27,30,16,6
"E00047598","E00047598",153,43,57,50,2,1
"E00047599","E00047599",166,27,67,59,9,4
"E00047600","E00047600",127,35,31,50,8,3
"E00047601","E00047601",126,39,29,50,5,3
"E00047602","E00047602",136,60,39,28,7,2
"E00047603","E00047603",135,43,47,37,8,0
"E00047604","E00047604",137,34,37,48,15,3
"E00047605","E00047605",144,36,53,44,9,2
"E00047606","E00047606",139,53,37,32,13,4
"E00047607","E00047607",134,40,37,39,11,7
"E00047608","E00047608",131,49,30,46,3,3
"E00047609","E00047609",121,22,30,63,6,0
"E00047610","E00047610",113,55,35,15,6,2
"E00047611","E00047611",154,51,52,34,11,6
"E00047612","E00047612",202,62,40,87,10,3
"E00047614","E00047614",134,50,35,48,1,0
"E00047616","E00047616",172,23,29,115,3,2
"E00047617","E00047617",128,45,23,47,6,7
"E00047618","E00047618",119,44,28,37,7,3
"E00047619","E00047619",139,23,55,43,11,7
"E00047620","E00047620",115,51,28,31,2,3
"E00047621","E00047621",112,36,29,34,10,3
"E00047622","E00047622",165,18,43,87,14,3
"E00047623","E00047623",183,3,48,112,19,1
"E00047624","E00047624",134,36,38,46,9,5
"E00047625","E00047625",142,44,60,36,2,0
"E00047626","E00047626",147,26,63,51,7,0
"E00047627","E00047627",139,23,68,30,15,3
"E00047628","E00047628",125,22,58,41,4,0
"E00047629","E00047629",112,29,40,32,10,1
"E00047630","E00047630",164,26,22,95,14,7
"E00047631","E00047631",225,59,75,70,18,3
"E00047632","E00047632",170,29,55,58,25,3
"E00047633","E00047633",152,42,50,46,12,2
"E00047634","E00047634",134,14,40,61,16,3
"E00047635","E00047635",140,15,29,88,5,3
"E00047636","E00047636",163,1,92,63,7,0
"E00047637","E00047637",147,30,25,73,13,6
"E00047639","E00047639",116,48,33,25,6,4
"E00047640","E00047640",127,20,29,68,8,2
"E00047641","E00047641",137,48,40,37,11,1
"E00047642","E00047642",110,27,31,45,7,0
"E00047643","E00047643",108,31,36,30,11,0
"E00047644","E00047644",124,30,49,40,4,1
"E00047645","E00047645",131,44,41,33,10,3
"E00047646","E00047646",104,35,27,30,11,1
"E00047647","E00047647",122,42,32,36,9,3
"E00047648","E00047648",124,51,33,29,10,1
"E00047649","E00047649",134,26,37,58,10,3
"E00047650","E00047650",114,26,37,31,14,6
"E00047651","E00047651",97,27,15,34,15,6
"E00047652","E00047652",144,20,32,74,9,9
"E00047653","E00047653",140,28,42,44,18,8
"E00047654","E00047654",97,41,27,25,3,1
"E00047655","E00047655",115,32,39,33,8,3
"E00047656","E00047656",124,29,44,43,8,0
"E00047657","E00047657",107,14,25,63,4,1
"E00047658","E00047658",123,27,46,37,9,4
"E00047659","E00047659",122,17,54,42,6,3
"E00047660","E00047660",142,41,49,46,6,0
"E00047661","E00047661",142,41,50,40,11,0
"E00047662","E00047662",146,48,33,56,8,1
"E00047663","E00047663",127,30,41,51,5,0
"E00047664","E00047664",143,28,58,46,9,2
"E00047665","E00047665",114,30,30,45,5,4
"E00047666","E00047666",117,27,38,42,9,1
"E00047667","E00047667",104,40,29,27,5,3
"E00047668","E00047668",120,47,33,33,6,1
"E00047669","E00047669",129,28,36,49,13,3
"E00047670","E00047670",150,12,55,77,6,0
"E00047671","E00047671",122,35,47,33,4,3
"E00047672","E00047672",135,47,50,33,3,2
"E00047673","E00047673",164,34,45,74,11,0
"E00047674","E00047674",136,42,46,42,6,0
"E00047675","E00047675",117,40,39,32,5,1
"E00047676","E00047676",159,29,61,46,17,6
"E00047677","E00047677",114,42,31,32,8,1
"E00047678","E00047678",139,53,32,47,7,0
"E00047679","E00047679",140,102,28,7,3,0
"E00047680","E00047680",120,60,44,13,3,0
"E00047681","E00047681",143,37,61,38,6,1
"E00047682","E00047682",148,105,32,7,3,1
"E00047683","E00047683",101,70,21,9,1,0
"E00047684","E00047684",137,73,49,14,1,0
"E00047685","E00047685",119,90,23,5,0,1
"E00047686","E00047686",123,51,47,20,5,0
"E00047687","E00047687",128,72,41,12,2,1
"E00047688","E00047688",127,77,34,14,2,0
"E00047689","E00047689",130,60,51,16,2,1
"E00047690","E00047690",134,47,62,22,3,0
"E00047691","E00047691",125,83,31,8,3,0
"E00047692","E00047692",131,94,32,5,0,0
"E00047693","E00047693",66,39,17,8,2,0
"E00047694","E00047694",142,69,52,18,3,0
"E00047695","E00047695",137,97,29,11,0,0
"E00047696","E00047696",151,47,84,17,2,1
"E00047697","E00047697",118,32,55,29,2,0
"E00047698","E00047698",132,71,45,12,4,0
"E00047700","E00047700",132,78,39,14,1,0
"E00047701","E00047701",145,19,71,53,2,0
"E00047702","E00047702",127,85,35,6,1,0
"E00047703","E00047703",134,79,42,11,2,0
"E00047704","E00047704",132,47,49,29,7,0
"E00047705","E00047705",137,47,59,28,2,1
"E00047706","E00047706",134,113,17,3,1,0
"E00047707","E00047707",114,50,46,18,0,0
"E00047708","E00047708",106,14,26,66,0,0
"E00047709","E00047709",129,97,26,5,1,0
"E00047710","E00047710",129,26,40,57,3,3
"E00047711","E00047711",131,42,52,35,2,0
"E00047712","E00047712",134,20,55,54,5,0
"E00047713","E00047713",134,75,40,16,3,0
"E00047714","E00047714",111,7,65,38,1,0
"E00047715","E00047715",126,49,57,18,1,1
"E00047716","E00047716",111,36,39,36,0,0
"E00047717","E00047717",170,78,55,33,3,1
"E00047718","E00047718",168,80,69,18,1,0
"E00047719","E00047719",111,67,35,9,0,0
"E00047720","E00047720",133,58,31,44,0,0
"E00047721","E00047721",132,69,44,17,2,0
"E00047722","E00047722",121,25,49,47,0,0
"E00047723","E00047723",120,74,38,7,0,1
"E00047724","E00047724",121,41,61,14,5,0
"E00047725","E00047725",180,130,46,4,0,0
"E00047726","E00047726",154,52,72,30,0,0
"E00047727","E00047727",113,79,28,6,0,0
"E00047728","E00047728",137,92,38,7,0,0
"E00047729","E00047729",114,65,37,11,0,1
"E00047730","E00047730",108,72,22,11,3,0
"E00047731","E00047731",136,67,49,20,0,0
"E00047732","E00047732",112,81,23,7,1,0
"E00047733","E00047733",113,83,22,7,1,0
"E00047734","E00047734",136,98,36,2,0,0
"E00047735","E00047735",137,117,12,8,0,0
"E00047736","E00047736",116,44,53,17,1,1
"E00047737","E00047737",119,98,15,4,1,1
"E00047738","E00047738",174,53,81,38,2,0
"E00047739","E00047739",125,105,17,3,0,0
"E00047740","E00047740",117,77,29,9,2,0
"E00047741","E00047741",106,12,47,44,2,1
"E00047742","E00047742",98,21,38,38,1,0
"E00047743","E00047743",123,95,19,7,2,0
"E00047744","E00047744",120,95,18,6,0,1
"E00047745","E00047745",108,52,45,11,0,0
"E00047746","E00047746",140,110,18,10,2,0
"E00047747","E00047747",139,83,39,16,1,0
"E00047748","E00047748",127,95,25,6,1,0
"E00047749","E00047749",110,22,68,17,3,0
"E00047750","E00047750",133,100,22,10,0,1
"E00047751","E00047751",129,117,9,3,0,0
"E00047752","E00047752",117,84,26,7,0,0
"E00047753","E00047753",133,84,36,11,2,0
"E00047754","E00047754",175,67,59,46,3,0
"E00047755","E00047755",104,59,34,8,3,0
"E00047756","E00047756",177,108,34,27,4,4
"E00047757","E00047757",127,65,50,11,0,1
"E00047758","E00047758",125,31,24,65,5,0
"E00047759","E00047759",151,62,40,45,4,0
"E00047760","E00047760",138,21,77,33,7,0
"E00047761","E00047761",131,12,37,75,7,0
"E00047762","E00047762",146,83,36,23,2,2
"E00047763","E00047763",146,74,51,21,0,0
"E00047764","E00047764",197,108,67,21,1,0
"E00047765","E00047765",137,77,43,16,1,0
"E00047766","E00047766",134,99,24,9,2,0
"E00047767","E00047767",130,64,50,15,1,0
"E00047768","E00047768",147,45,50,46,6,0
"E00047769","E00047769",115,54,33,27,1,0
"E00047770","E00047770",124,104,14,5,1,0
"E00047771","E00047771",127,27,42,54,1,3
"E00047772","E00047772",123,76,32,13,2,0
"E00047773","E00047773",125,56,43,24,1,1
"E00047774","E00047774",141,59,62,18,2,0
"E00047775","E00047775",104,41,46,16,1,0
"E00047776","E00047776",118,22,45,46,5,0
"E00047777","E00047777",129,58,41,27,3,0
"E00047778","E00047778",128,80,35,11,2,0
"E00047779","E00047779",222,109,80,26,6,1
"E00047780","E00047780",133,62,50,21,0,0
"E00047781","E00047781",138,73,40,19,6,0
"E00047782","E00047782",196,76,84,32,4,0
"E00047783","E00047783",211,97,83,29,2,0
"E00047784","E00047784",133,67,44,21,1,0
"E00047785","E00047785",123,63,33,19,4,4
"E00047786","E00047786",133,77,37,15,4,0
"E00047787","E00047787",159,1,72,82,4,0
"E00047788","E00047788",124,42,53,28,1,0
"E00047789","E00047789",105,55,23,26,1,0
"E00047790","E00047790",157,106,40,10,1,0
"E00047791","E00047791",143,33,46,54,9,1
"E00047792","E00047792",121,57,40,20,4,0
"E00047793","E00047793",150,28,64,57,1,0
"E00047794","E00047794",117,47,49,17,4,0
"E00047795","E00047795",121,80,30,11,0,0
"E00047796","E00047796",132,80,37,15,0,0
"E00047797","E00047797",141,18,37,84,2,0
"E00047798","E00047798",105,42,51,11,1,0
"E00047799","E00047799",127,5,29,89,4,0
"E00047800","E00047800",113,26,42,36,8,1
"E00047801","E00047801",129,34,70,22,3,0
"E00047802","E00047802",122,31,67,22,2,0
"E00047803","E00047803",160,92,36,30,0,2
"E00047804","E00047804",135,63,41,29,2,0
"E00047805","E00047805",139,13,18,97,10,1
"E00047806","E00047806",110,42,44,23,1,0
"E00047807","E00047807",124,72,36,16,0,0
"E00047808","E00047808",136,67,50,15,4,0
"E00047809","E00047809",126,80,37,8,1,0
"E00047810","E00047810",165,52,63,46,4,0
"E00047811","E00047811",120,33,47,35,5,0
"E00047812","E00047812",131,100,23,6,2,0
"E00047813","E00047813",106,16,32,55,3,0
"E00047814","E00047814",108,1,14,92,1,0
"E00047815","E00047815",130,73,38,18,1,0
"E00047816","E00047816",140,72,55,13,0,0
"E00047817","E00047817",133,85,32,15,1,0
"E00047818","E00047818",118,45,48,22,3,0
"E00047819","E00047819",129,78,38,12,1,0
"E00047820","E00047820",144,50,64,27,3,0
"E00047821","E00047821",136,73,50,13,0,0
"E00047823","E00047823",179,110,56,13,0,0
"E00047824","E00047824",166,101,45,17,2,1
"E00047825","E00047825",99,33,17,49,0,0
"E00047826","E00047826",128,96,26,5,1,0
"E00047827","E00047827",124,82,27,13,2,0
"E00047828","E00047828",142,43,39,59,1,0
"E00047829","E00047829",125,86,27,11,1,0
"E00047830","E00047830",121,51,42,26,2,0
"E00047831","E00047831",109,51,42,13,3,0
"E00047832","E00047832",116,73,26,17,0,0
"E00047833","E00047833",137,107,25,4,1,0
"E00047834","E00047834",134,52,42,39,1,0
"E00047835","E00047835",156,74,55,25,2,0
"E00047836","E00047836",124,75,39,9,1,0
"E00047837","E00047837",111,67,33,10,1,0
"E00047838","E00047838",119,33,62,23,1,0
"E00047839","E00047839",114,64,36,14,0,0
"E00047840","E00047840",127,76,42,9,0,0
"E00047841","E00047841",118,49,40,27,2,0
"E00047842","E00047842",115,73,32,9,1,0
"E00047843","E00047843",134,59,47,24,3,1
"E00047844","E00047844",110,60,45,5,0,0
"E00047845","E00047845",117,51,45,19,2,0
"E00047846","E00047846",133,72,47,9,4,1
"E00047847","E00047847",135,55,49,26,5,0
"E00047848","E00047848",121,77,36,8,0,0
"E00047849","E00047849",131,78,39,14,0,0
"E00047850","E00047850",130,41,55,31,3,0
"E00047851","E00047851",128,44,40,36,7,1
"E00047852","E00047852",127,72,40,12,0,3
"E00047853","E00047853",137,75,50,11,1,0
"E00047854","E00047854",124,60,48,14,2,0
"E00047855","E00047855",118,59,40,14,5,0
"E00047856","E00047856",116,67,35,10,3,1
"E00047857","E00047857",114,34,30,48,2,0
"E00047858","E00047858",135,67,54,13,1,0
"E00047859","E00047859",111,48,26,37,0,0
"E00047860","E00047860",126,70,41,12,3,0
"E00047861","E00047861",115,51,53,9,2,0
"E00047863","E00047863",118,78,27,13,0,0
"E00047864","E00047864",100,17,21,58,3,1
"E00047865","E00047865",119,67,36,13,3,0
"E00047866","E00047866",133,59,54,18,2,0
"E00047867","E00047867",158,53,69,28,7,1
"E00047868","E00047868",121,72,36,13,0,0
"E00047869","E00047869",205,8,43,112,40,2
"E00047870","E00047870",139,59,29,51,0,0
"E00047871","E00047871",157,51,39,55,11,1
"E00047872","E00047872",122,43,45,28,5,1
"E00047873","E00047873",135,67,46,19,3,0
"E00047874","E00047874",116,35,53,25,3,0
"E00047875","E00047875",147,48,43,42,12,2
"E00047876","E00047876",127,49,48,27,3,0
"E00047877","E00047877",128,11,47,56,13,1
"E00047878","E00047878",115,36,36,41,2,0
"E00047880","E00047880",202,39,95,62,5,1
"E00047881","E00047881",190,55,62,70,3,0
"E00047882","E00047882",123,38,56,27,2,0
"E00047883","E00047883",117,27,41,43,6,0
"E00047884","E00047884",128,39,44,32,9,4
"E00047885","E00047885",118,42,31,38,6,1
"E00047886","E00047886",125,38,37,37,10,3
"E00047887","E00047887",123,67,38,17,0,1
"E00047888","E00047888",142,63,54,20,4,1
"E00047890","E00047890",122,96,25,1,0,0
"E00047891","E00047891",134,71,48,15,0,0
"E00047892","E00047892",119,86,26,4,2,1
"E00047893","E00047893",131,66,54,11,0,0
"E00047894","E00047894",124,76,32,15,1,0
"E00047895","E00047895",134,82,38,10,4,0
"E00047896","E00047896",129,64,54,10,1,0
"E00047897","E00047897",114,63,37,13,1,0
"E00047898","E00047898",143,33,57,51,2,0
"E00047899","E00047899",136,99,27,6,4,0
"E00047900","E00047900",119,88,22,6,3,0
"E00047901","E00047901",119,83,26,9,1,0
"E00047902","E00047902",125,71,46,8,0,0
"E00047903","E00047903",117,87,19,9,1,1
"E00047904","E00047904",128,95,25,8,0,0
"E00047905","E00047905",143,22,42,74,5,0
"E00047906","E00047906",92,44,31,14,2,1
"E00047907","E00047907",129,67,39,21,2,0
"E00047908","E00047908",128,57,41,29,1,0
"E00047909","E00047909",129,81,34,13,1,0
"E00047910","E00047910",141,81,48,9,3,0
"E00047911","E00047911",126,92,24,8,2,0
"E00047912","E00047912",123,66,42,15,0,0
"E00047913","E00047913",129,36,66,24,2,1
"E00047914","E00047914",125,60,33,29,3,0
"E00047915","E00047915",203,92,54,51,6,0
"E00047916","E00047916",117,69,41,4,3,0
"E00047917","E00047917",144,64,57,20,2,1
"E00047918","E00047918",104,54,37,13,0,0
"E00047919","E00047919",123,66,42,15,0,0
"E00047920","E00047920",151,67,34,46,3,1
"E00047921","E00047921",136,74,44,18,0,0
"E00047922","E00047922",134,38,40,53,3,0
"E00047923","E00047923",120,16,45,53,5,1
"E00047924","E00047924",132,88,35,8,1,0
"E00047925","E00047925",127,46,55,24,2,0
"E00047926","E00047926",158,66,46,44,2,0
"E00047927","E00047927",138,90,32,15,1,0
"E00047928","E00047928",132,94,31,7,0,0
"E00047929","E00047929",125,86,26,10,1,2
"E00047930","E00047930",131,102,22,6,1,0
"E00047931","E00047931",100,60,35,5,0,0
"E00047932","E00047932",137,64,39,32,2,0
"E00047933","E00047933",132,75,32,22,3,0
"E00047934","E00047934",121,90,24,7,0,0
"E00047935","E00047935",132,92,31,7,2,0
"E00047936","E00047936",137,84,45,8,0,0
"E00047937","E00047937",125,89,28,6,2,0
"E00047938","E00047938",151,67,57,25,2,0
"E00047939","E00047939",130,76,39,13,2,0
"E00047940","E00047940",162,83,63,15,1,0
"E00047941","E00047941",144,46,34,63,1,0
"E00047942","E00047942",146,27,82,37,0,0
"E00047943","E00047943",114,83,23,7,1,0
"E00047944","E00047944",169,61,63,44,1,0
"E00047945","E00047945",125,86,31,7,1,0
"E00047946","E00047946",128,50,48,24,3,3
"E00047947","E00047947",109,33,59,16,1,0
"E00047948","E00047948",117,86,24,6,0,1
"E00047949","E00047949",124,46,37,40,0,1
"E00047951","E00047951",123,86,30,4,1,2
"E00047952","E00047952",105,55,41,8,1,0
"E00047953","E00047953",128,87,26,13,2,0
"E00047954","E00047954",147,23,58,64,2,0
"E00047955","E00047955",120,66,43,11,0,0
"E00047956","E00047956",120,41,41,38,0,0
"E00047957","E00047957",139,21,40,71,7,0
"E00047958","E00047958",136,46,61,26,3,0
"E00047959","E00047959",139,16,64,55,1,3
"E00047960","E00047960",131,42,46,40,3,0
"E00047961","E00047961",119,65,32,16,6,0
"E00047962","E00047962",143,111,23,5,4,0
"E00047963","E00047963",117,23,41,52,1,0
"E00047964","E00047964",132,98,30,4,0,0
"E00047965","E00047965",118,22,59,37,0,0
"E00047966","E00047966",119,81,30,8,0,0
"E00047967","E00047967",163,45,62,50,6,0
"E00047968","E00047968",140,43,59,34,3,1
"E00047969","E00047969",121,33,70,16,2,0
"E00047970","E00047970",137,99,30,7,0,1
"E00047971","E00047971",131,74,38,14,5,0
"E00047972","E00047972",114,64,34,14,2,0
"E00047973","E00047973",123,73,40,8,2,0
"E00047974","E00047974",114,55,34,20,5,0
"E00047975","E00047975",93,27,36,29,0,1
"E00047976","E00047976",112,70,25,15,2,0
