
"KS404UK - Car or van availability"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households; All cars or vans"
"Units      :","Households"
"Date       :","2011"

"2011 output area","mnemonic","All categories: Car or van availability","No cars or vans in household","1 car or van in household","2 cars or vans in household","3 cars or vans in household","4 or more cars or vans in household"
"E00045701","E00045701",112,18,50,31,11,2
"E00045702","E00045702",138,32,65,33,8,0
"E00045703","E00045703",101,31,46,21,2,1
"E00045704","E00045704",111,45,48,12,2,4
"E00045705","E00045705",131,29,56,30,12,4
"E00045706","E00045706",145,63,60,20,1,1
"E00045707","E00045707",119,48,50,14,4,3
"E00045708","E00045708",121,41,54,22,3,1
"E00045709","E00045709",139,78,47,13,0,1
"E00045710","E00045710",127,39,55,27,4,2
"E00045711","E00045711",120,30,53,28,6,3
"E00045712","E00045712",129,64,39,25,0,1
"E00045713","E00045713",128,42,68,15,3,0
"E00045714","E00045714",140,41,68,27,4,0
"E00045715","E00045715",130,40,53,30,7,0
"E00045716","E00045716",127,92,33,2,0,0
"E00045717","E00045717",120,22,58,36,4,0
"E00045718","E00045718",125,55,44,23,3,0
"E00045719","E00045719",139,93,39,6,0,1
"E00045720","E00045720",177,61,73,35,5,3
"E00045721","E00045721",140,30,74,34,2,0
"E00045722","E00045722",99,35,44,19,1,0
"E00045724","E00045724",141,23,59,52,5,2
"E00045726","E00045726",72,58,11,3,0,0
"E00045727","E00045727",135,98,31,6,0,0
"E00045728","E00045728",135,48,70,14,3,0
"E00045729","E00045729",115,24,57,29,5,0
"E00045730","E00045730",127,36,59,28,3,1
"E00045731","E00045731",125,50,53,18,4,0
"E00045732","E00045732",122,32,62,27,1,0
"E00045734","E00045734",136,35,61,27,11,2
"E00045735","E00045735",130,102,22,6,0,0
"E00045736","E00045736",132,56,52,21,3,0
"E00045737","E00045737",142,45,79,17,1,0
"E00045739","E00045739",133,43,71,16,3,0
"E00045740","E00045740",101,35,35,21,8,2
"E00045741","E00045741",132,69,47,15,1,0
"E00045742","E00045742",133,31,61,31,8,2
"E00045743","E00045743",139,21,64,42,8,4
"E00045744","E00045744",90,17,51,18,3,1
"E00045745","E00045745",139,80,49,8,2,0
"E00045746","E00045746",151,57,65,24,2,3
"E00045747","E00045747",180,53,89,34,3,1
"E00045748","E00045748",126,45,57,17,6,1
"E00045749","E00045749",159,65,71,16,7,0
"E00045750","E00045750",139,49,51,32,7,0
"E00045751","E00045751",134,48,61,18,5,2
"E00045752","E00045752",162,54,63,37,8,0
"E00045753","E00045753",138,62,54,20,1,1
"E00045754","E00045754",118,28,56,31,3,0
"E00045755","E00045755",116,46,50,18,2,0
"E00045756","E00045756",133,109,23,1,0,0
"E00045757","E00045757",133,92,29,10,2,0
"E00045758","E00045758",133,44,64,22,2,1
"E00045759","E00045759",131,30,64,32,3,2
"E00045760","E00045760",131,48,47,27,7,2
"E00045761","E00045761",141,45,59,30,7,0
"E00045762","E00045762",136,49,56,27,3,1
"E00045763","E00045763",135,37,77,19,2,0
"E00045764","E00045764",129,54,56,16,2,1
"E00045765","E00045765",147,51,75,15,4,2
"E00045766","E00045766",129,59,52,18,0,0
"E00045767","E00045767",139,44,58,32,5,0
"E00045768","E00045768",123,53,51,17,2,0
"E00045769","E00045769",145,51,73,19,1,1
"E00045770","E00045770",122,65,42,11,4,0
"E00045771","E00045771",109,41,54,13,1,0
"E00045772","E00045772",121,14,45,46,13,3
"E00045773","E00045773",112,17,51,35,8,1
"E00045774","E00045774",121,45,61,9,6,0
"E00045775","E00045775",125,40,64,20,1,0
"E00045776","E00045776",111,20,61,24,6,0
"E00045777","E00045777",111,24,47,34,4,2
"E00045778","E00045778",109,39,45,19,5,1
"E00045779","E00045779",117,49,51,12,4,1
"E00045780","E00045780",111,40,49,18,4,0
"E00045781","E00045781",135,69,51,11,4,0
"E00045782","E00045782",125,20,63,34,7,1
"E00045783","E00045783",115,40,44,27,4,0
"E00045784","E00045784",125,43,55,24,2,1
"E00045785","E00045785",116,10,48,48,9,1
"E00045786","E00045786",119,42,52,19,3,3
"E00045787","E00045787",119,46,53,16,3,1
"E00045788","E00045788",125,44,52,22,4,3
"E00045789","E00045789",90,54,31,4,1,0
"E00045790","E00045790",109,12,49,40,6,2
"E00045791","E00045791",118,44,54,17,2,1
"E00045792","E00045792",104,37,51,15,1,0
"E00045793","E00045793",115,54,51,9,1,0
"E00045794","E00045794",124,54,53,16,1,0
"E00045795","E00045795",136,76,49,8,3,0
"E00045796","E00045796",112,43,56,12,0,1
"E00045797","E00045797",137,53,55,24,4,1
"E00045798","E00045798",135,31,64,34,3,3
"E00045799","E00045799",118,49,55,13,1,0
"E00045800","E00045800",124,48,57,18,1,0
"E00045801","E00045801",100,45,46,7,2,0
"E00045802","E00045802",128,46,61,20,1,0
"E00045803","E00045803",140,46,71,21,2,0
"E00045804","E00045804",127,62,53,11,1,0
"E00045805","E00045805",119,49,53,16,1,0
"E00045806","E00045806",160,72,63,16,8,1
"E00045807","E00045807",141,39,64,32,4,2
"E00045808","E00045808",103,29,52,17,5,0
"E00045809","E00045809",109,51,40,14,3,1
"E00045810","E00045810",107,28,43,28,6,2
"E00045811","E00045811",133,42,59,20,9,3
"E00045812","E00045812",147,60,64,19,3,1
"E00045813","E00045813",145,71,68,6,0,0
"E00045814","E00045814",145,68,60,15,2,0
"E00045815","E00045815",221,90,96,31,2,2
"E00045816","E00045816",85,32,36,14,2,1
"E00045817","E00045817",135,45,76,14,0,0
"E00045818","E00045818",166,57,74,25,7,3
"E00045819","E00045819",147,47,57,36,7,0
"E00045820","E00045820",135,31,63,23,15,3
"E00045821","E00045821",133,55,48,20,8,2
"E00045822","E00045822",125,27,52,36,8,2
"E00045823","E00045823",135,66,43,23,2,1
"E00045825","E00045825",119,10,43,54,9,3
"E00045826","E00045826",133,14,65,47,6,1
"E00045827","E00045827",126,16,52,44,12,2
"E00045828","E00045828",117,10,43,49,13,2
"E00045829","E00045829",111,17,40,44,9,1
"E00045830","E00045830",135,25,64,40,6,0
"E00045831","E00045831",127,11,72,40,4,0
"E00045832","E00045832",126,15,48,53,8,2
"E00045833","E00045833",133,16,59,51,7,0
"E00045834","E00045834",131,15,66,41,9,0
"E00045835","E00045835",137,34,59,35,7,2
"E00045836","E00045836",130,12,54,51,8,5
"E00045837","E00045837",127,9,56,54,7,1
"E00045838","E00045838",135,46,69,19,1,0
"E00045839","E00045839",150,31,69,37,10,3
"E00045840","E00045840",127,16,47,51,10,3
"E00045841","E00045841",132,58,41,21,9,3
"E00045842","E00045842",119,33,61,18,6,1
"E00045843","E00045843",121,45,49,16,10,1
"E00045844","E00045844",134,33,71,25,4,1
"E00045845","E00045845",117,31,55,28,3,0
"E00045846","E00045846",113,31,54,20,6,2
"E00045847","E00045847",114,33,50,27,4,0
"E00045848","E00045848",159,77,62,12,5,3
"E00045849","E00045849",102,28,53,19,2,0
"E00045850","E00045850",111,39,49,21,2,0
"E00045851","E00045851",130,63,44,15,6,2
"E00045852","E00045852",114,21,58,23,9,3
"E00045853","E00045853",120,37,44,19,12,8
"E00045854","E00045854",118,15,70,29,3,1
"E00045855","E00045855",119,18,59,34,6,2
"E00045856","E00045856",116,29,46,26,12,3
"E00045857","E00045857",106,55,31,15,5,0
"E00045858","E00045858",119,34,51,23,10,1
"E00045859","E00045859",132,20,49,42,15,6
"E00045860","E00045860",120,10,53,43,12,2
"E00045861","E00045861",135,20,60,44,7,4
"E00045862","E00045862",127,20,64,29,9,5
"E00045863","E00045863",106,20,48,31,7,0
"E00045864","E00045864",128,15,57,39,15,2
"E00045865","E00045865",112,11,42,43,14,2
"E00045866","E00045866",108,39,51,14,4,0
"E00045867","E00045867",123,21,58,34,8,2
"E00045868","E00045868",118,15,55,38,8,2
"E00045869","E00045869",121,20,48,40,12,1
"E00045870","E00045870",113,7,38,52,12,4
"E00045871","E00045871",133,26,50,46,8,3
"E00045872","E00045872",126,14,53,47,8,4
"E00045873","E00045873",119,18,48,43,6,4
"E00045874","E00045874",126,20,44,46,11,5
"E00045875","E00045875",150,51,75,21,2,1
"E00045876","E00045876",132,49,52,25,5,1
"E00045877","E00045877",124,24,62,26,11,1
"E00045878","E00045878",159,18,61,54,16,10
"E00045879","E00045879",118,36,59,19,4,0
"E00045880","E00045880",140,50,61,25,2,2
"E00045881","E00045881",139,7,63,56,10,3
"E00045882","E00045882",132,19,49,47,14,3
"E00045883","E00045883",136,36,69,28,2,1
"E00045884","E00045884",119,37,52,24,6,0
"E00045885","E00045885",138,21,57,45,10,5
"E00045886","E00045886",137,57,52,24,4,0
"E00045887","E00045887",162,48,77,29,5,3
"E00045888","E00045888",130,32,53,31,13,1
"E00045889","E00045889",131,18,56,41,13,3
"E00045890","E00045890",122,11,44,53,12,2
"E00045891","E00045891",131,22,51,48,7,3
"E00045892","E00045892",133,15,60,34,19,5
"E00045893","E00045893",134,18,53,54,7,2
"E00045894","E00045894",137,34,67,32,2,2
"E00045895","E00045895",117,12,60,38,6,1
"E00045896","E00045896",144,20,67,36,15,6
"E00045897","E00045897",156,52,69,31,4,0
"E00045898","E00045898",149,22,74,47,4,2
"E00045899","E00045899",132,13,47,57,14,1
"E00045900","E00045900",124,25,50,28,16,5
"E00045901","E00045901",136,18,53,50,13,2
"E00045902","E00045902",88,44,34,8,1,1
"E00045904","E00045904",120,47,54,11,8,0
"E00045905","E00045905",118,39,60,17,2,0
"E00045906","E00045906",207,108,71,23,3,2
"E00045907","E00045907",90,39,34,12,3,2
"E00045909","E00045909",121,49,52,17,2,1
"E00045910","E00045910",117,30,58,23,5,1
"E00045911","E00045911",160,59,63,28,7,3
"E00045912","E00045912",65,29,21,12,3,0
"E00045913","E00045913",121,66,46,7,1,1
"E00045914","E00045914",145,69,63,11,2,0
"E00045915","E00045915",91,20,45,19,6,1
"E00045916","E00045916",51,28,17,4,2,0
"E00045917","E00045917",168,72,74,15,5,2
"E00045918","E00045918",104,25,51,22,5,1
"E00045919","E00045919",132,50,49,24,7,2
"E00045920","E00045920",132,57,60,15,0,0
"E00045921","E00045921",113,50,47,13,1,2
"E00045922","E00045922",178,74,61,28,9,6
"E00045923","E00045923",110,49,46,12,3,0
"E00045924","E00045924",113,63,33,15,2,0
"E00045925","E00045925",166,85,56,21,3,1
"E00045926","E00045926",136,73,48,12,3,0
"E00045927","E00045927",133,91,31,7,3,1
"E00045928","E00045928",112,59,44,7,2,0
"E00045929","E00045929",123,62,30,19,9,3
"E00045930","E00045930",120,56,49,13,2,0
"E00045931","E00045931",97,41,36,17,3,0
"E00045932","E00045932",91,38,39,11,3,0
"E00045933","E00045933",145,26,56,41,19,3
"E00045934","E00045934",131,35,58,33,3,2
"E00045935","E00045935",153,99,43,7,3,1
"E00045936","E00045936",123,57,43,16,5,2
"E00045937","E00045937",108,30,50,21,5,2
"E00045939","E00045939",110,51,46,13,0,0
"E00045940","E00045940",111,36,47,23,2,3
"E00045941","E00045941",171,108,45,13,4,1
"E00045943","E00045943",123,55,51,13,4,0
"E00045944","E00045944",136,75,44,16,1,0
"E00045945","E00045945",111,71,25,12,3,0
"E00045946","E00045946",133,79,54,0,0,0
"E00045947","E00045947",140,82,45,11,2,0
"E00045948","E00045948",140,61,47,23,8,1
"E00045949","E00045949",126,58,50,14,3,1
"E00045950","E00045950",124,70,40,10,4,0
"E00045951","E00045951",155,92,54,6,3,0
"E00045952","E00045952",109,55,39,10,3,2
"E00045953","E00045953",133,83,46,1,2,1
"E00045954","E00045954",119,40,42,29,7,1
"E00045955","E00045955",137,60,47,27,2,1
"E00045956","E00045956",111,47,49,15,0,0
"E00045957","E00045957",140,80,46,11,2,1
"E00045959","E00045959",115,59,46,9,1,0
"E00045960","E00045960",164,81,66,12,3,2
"E00045961","E00045961",129,56,58,10,3,2
"E00045962","E00045962",105,30,47,17,5,6
"E00045963","E00045963",148,48,58,29,10,3
"E00045964","E00045964",110,66,34,7,3,0
"E00045965","E00045965",127,70,40,13,3,1
"E00045966","E00045966",143,59,63,17,4,0
"E00045967","E00045967",124,45,63,14,2,0
"E00045968","E00045968",186,106,61,15,3,1
"E00045969","E00045969",117,62,41,11,3,0
"E00045970","E00045970",110,36,50,19,3,2
"E00045971","E00045971",164,31,88,36,5,4
"E00045972","E00045972",122,26,55,36,2,3
"E00045973","E00045973",119,42,62,13,1,1
"E00045974","E00045974",142,49,60,26,7,0
"E00045975","E00045975",113,11,43,48,8,3
"E00045976","E00045976",130,22,59,40,8,1
"E00045977","E00045977",146,57,59,24,6,0
"E00045978","E00045978",154,29,92,33,0,0
"E00045979","E00045979",128,36,52,30,7,3
"E00045980","E00045980",134,17,51,52,9,5
"E00045981","E00045981",120,27,56,35,2,0
"E00045982","E00045982",120,23,56,36,2,3
"E00045983","E00045983",113,42,37,32,2,0
"E00045984","E00045984",134,22,72,29,10,1
"E00045985","E00045985",145,30,66,34,12,3
"E00045986","E00045986",160,35,75,41,9,0
"E00045987","E00045987",114,8,50,43,9,4
"E00045988","E00045988",118,33,42,36,6,1
"E00045989","E00045989",127,32,53,38,3,1
"E00045990","E00045990",180,63,68,42,4,3
"E00045991","E00045991",146,76,43,21,4,2
"E00045992","E00045992",159,120,35,4,0,0
"E00045993","E00045993",159,48,60,38,10,3
"E00045994","E00045994",137,23,64,48,2,0
"E00045995","E00045995",135,30,62,39,2,2
"E00045996","E00045996",124,104,19,1,0,0
"E00045997","E00045997",113,27,48,34,2,2
"E00045998","E00045998",128,79,37,11,0,1
"E00045999","E00045999",125,58,33,19,9,6
"E00046000","E00046000",145,48,52,42,3,0
"E00046001","E00046001",135,34,59,28,11,3
"E00046002","E00046002",125,70,42,13,0,0
"E00046003","E00046003",131,66,56,7,0,2
"E00046004","E00046004",126,48,63,14,1,0
"E00046005","E00046005",132,44,52,33,2,1
"E00046006","E00046006",145,56,66,22,1,0
"E00046007","E00046007",146,82,40,19,4,1
"E00046008","E00046008",129,45,62,17,4,1
"E00046009","E00046009",118,80,36,1,0,1
"E00046010","E00046010",138,65,60,12,1,0
"E00046011","E00046011",115,38,38,34,5,0
"E00046012","E00046012",120,62,34,18,5,1
"E00046013","E00046013",149,83,47,16,3,0
"E00046014","E00046014",153,71,63,15,3,1
"E00046015","E00046015",118,39,53,24,2,0
"E00046016","E00046016",120,41,59,15,3,2
"E00046017","E00046017",150,102,36,10,2,0
"E00046018","E00046018",138,53,67,13,3,2
"E00046019","E00046019",138,65,56,13,4,0
"E00046020","E00046020",117,31,43,40,2,1
"E00046021","E00046021",128,45,50,29,4,0
"E00046022","E00046022",116,51,55,4,2,4
"E00046023","E00046023",127,61,46,17,1,2
"E00046024","E00046024",131,77,35,16,3,0
"E00046025","E00046025",128,24,66,32,3,3
"E00046026","E00046026",133,74,46,10,3,0
"E00046027","E00046027",125,34,58,32,1,0
"E00046028","E00046028",135,16,67,45,7,0
"E00046029","E00046029",132,39,73,17,3,0
"E00046030","E00046030",119,17,63,35,4,0
"E00046031","E00046031",135,44,70,18,1,2
"E00046032","E00046032",122,52,45,23,2,0
"E00046033","E00046033",116,54,43,16,3,0
"E00046034","E00046034",112,45,43,20,1,3
"E00046035","E00046035",118,46,56,15,1,0
"E00046036","E00046036",111,39,51,16,5,0
"E00046037","E00046037",115,48,48,18,0,1
"E00046038","E00046038",127,69,43,9,4,2
"E00046039","E00046039",137,35,66,27,5,4
"E00046040","E00046040",131,9,26,69,14,13
"E00046041","E00046041",105,8,33,54,10,0
"E00046042","E00046042",121,26,36,42,9,8
"E00046043","E00046043",138,9,61,51,13,4
"E00046044","E00046044",117,5,23,74,10,5
"E00046045","E00046045",122,14,63,40,3,2
"E00046046","E00046046",105,14,47,32,10,2
"E00046047","E00046047",119,29,55,32,2,1
"E00046048","E00046048",107,14,48,42,2,1
"E00046049","E00046049",101,53,33,14,1,0
"E00046050","E00046050",157,77,56,21,3,0
"E00046051","E00046051",145,34,62,43,5,1
"E00046052","E00046052",116,29,51,29,6,1
"E00046053","E00046053",153,64,63,20,4,2
"E00046056","E00046056",136,53,67,14,2,0
"E00046057","E00046057",137,23,66,33,13,2
"E00046058","E00046058",158,36,85,29,7,1
"E00046059","E00046059",156,52,75,26,3,0
"E00046060","E00046060",125,59,51,14,1,0
"E00046061","E00046061",125,38,60,22,4,1
"E00046062","E00046062",129,59,53,17,0,0
"E00046063","E00046063",115,28,56,21,10,0
"E00046064","E00046064",135,65,56,14,0,0
"E00046065","E00046065",134,53,59,20,2,0
"E00046066","E00046066",117,57,45,14,1,0
"E00046067","E00046067",138,49,64,23,2,0
"E00046068","E00046068",123,55,52,15,1,0
"E00046069","E00046069",133,40,75,14,4,0
"E00046070","E00046070",121,59,51,8,3,0
"E00046071","E00046071",140,43,65,23,5,4
"E00046073","E00046073",109,31,56,21,1,0
"E00046074","E00046074",103,37,56,9,1,0
"E00046075","E00046075",115,52,56,6,0,1
"E00046076","E00046076",114,99,14,0,1,0
"E00046080","E00046080",115,65,33,15,2,0
"E00046081","E00046081",143,54,65,20,4,0
"E00046082","E00046082",143,119,23,0,1,0
"E00046083","E00046083",116,30,59,22,3,2
"E00046085","E00046085",128,53,56,16,3,0
"E00046086","E00046086",126,35,57,27,6,1
"E00046087","E00046087",121,43,54,20,3,1
"E00046088","E00046088",125,31,64,25,5,0
"E00046089","E00046089",125,54,45,20,4,2
"E00046090","E00046090",121,23,67,27,3,1
"E00046091","E00046091",135,104,27,4,0,0
"E00046093","E00046093",96,21,39,32,4,0
"E00046094","E00046094",131,71,46,12,2,0
"E00046095","E00046095",129,25,53,30,14,7
"E00046096","E00046096",142,24,58,43,13,4
"E00046097","E00046097",129,40,68,19,1,1
"E00046098","E00046098",97,62,32,2,1,0
"E00046099","E00046099",127,41,63,17,4,2
"E00046100","E00046100",129,51,59,17,2,0
"E00046101","E00046101",125,21,55,39,9,1
"E00046102","E00046102",123,28,50,37,6,2
"E00046103","E00046103",131,23,55,33,17,3
"E00046104","E00046104",113,35,54,23,1,0
"E00046105","E00046105",112,20,49,39,3,1
"E00046106","E00046106",105,42,24,24,10,5
"E00046107","E00046107",121,47,51,20,3,0
"E00046108","E00046108",142,16,58,49,17,2
"E00046109","E00046109",160,68,70,19,3,0
"E00046110","E00046110",137,39,66,26,6,0
"E00046111","E00046111",133,21,60,39,10,3
"E00046112","E00046112",123,13,55,41,13,1
"E00046113","E00046113",112,12,55,29,12,4
"E00046114","E00046114",99,18,39,31,6,5
"E00046115","E00046115",103,24,48,27,4,0
"E00046116","E00046116",114,12,54,31,13,4
"E00046117","E00046117",146,15,66,48,12,5
"E00046118","E00046118",96,20,50,17,8,1
"E00046119","E00046119",154,55,71,22,3,3
"E00046120","E00046120",132,26,57,36,7,6
"E00046121","E00046121",120,37,59,18,6,0
"E00046122","E00046122",166,74,73,15,4,0
"E00046123","E00046123",135,25,56,42,12,0
"E00046124","E00046124",110,54,35,21,0,0
"E00046125","E00046125",134,29,71,23,9,2
"E00046126","E00046126",122,47,53,18,3,1
"E00046127","E00046127",136,63,56,14,3,0
"E00046128","E00046128",131,49,62,16,3,1
"E00046129","E00046129",132,42,54,29,5,2
"E00046130","E00046130",116,41,46,21,5,3
"E00046131","E00046131",130,64,53,11,0,2
"E00046132","E00046132",140,55,55,26,2,2
"E00046133","E00046133",218,102,100,16,0,0
"E00046134","E00046134",159,55,70,24,9,1
"E00046135","E00046135",142,85,45,10,2,0
"E00046136","E00046136",167,70,72,20,5,0
"E00046137","E00046137",120,51,54,14,1,0
"E00046138","E00046138",126,56,52,16,2,0
"E00046140","E00046140",112,23,65,20,4,0
"E00046141","E00046141",170,72,75,22,1,0
"E00046142","E00046142",114,31,52,24,5,2
"E00046143","E00046143",115,29,61,21,2,2
"E00046144","E00046144",113,26,46,30,7,4
"E00046145","E00046145",81,11,43,20,5,2
"E00046146","E00046146",112,63,43,2,4,0
"E00046147","E00046147",116,48,50,17,1,0
"E00046148","E00046148",189,61,87,33,5,3
"E00046149","E00046149",142,38,57,42,3,2
"E00046150","E00046150",130,18,68,36,7,1
"E00046151","E00046151",96,37,37,14,8,0
"E00046152","E00046152",109,45,45,14,4,1
"E00046153","E00046153",143,48,59,31,5,0
"E00046154","E00046154",117,47,50,18,1,1
"E00046155","E00046155",142,66,59,12,5,0
"E00046156","E00046156",81,29,42,7,2,1
"E00046157","E00046157",125,49,58,17,1,0
"E00046158","E00046158",113,61,39,12,1,0
"E00046159","E00046159",160,75,61,20,4,0
"E00046160","E00046160",132,73,47,12,0,0
"E00046161","E00046161",127,69,48,8,2,0
"E00046162","E00046162",122,53,52,15,2,0
"E00046163","E00046163",208,88,105,15,0,0
"E00046164","E00046164",140,39,73,24,2,2
"E00046166","E00046166",111,46,48,16,1,0
"E00046167","E00046167",108,67,30,9,2,0
"E00046168","E00046168",116,58,48,7,0,3
"E00046169","E00046169",82,37,28,14,2,1
"E00046170","E00046170",117,41,54,17,4,1
"E00046171","E00046171",126,58,50,14,2,2
"E00046172","E00046172",133,53,69,9,2,0
"E00046173","E00046173",123,48,57,17,1,0
"E00046174","E00046174",140,91,43,6,0,0
"E00046175","E00046175",145,56,66,20,3,0
"E00046176","E00046176",130,68,45,15,2,0
"E00046177","E00046177",115,60,45,9,1,0
"E00046178","E00046178",123,53,46,20,3,1
"E00046179","E00046179",136,64,53,15,3,1
"E00046180","E00046180",135,58,60,16,1,0
"E00046181","E00046181",155,76,72,4,2,1
"E00046182","E00046182",134,62,53,14,5,0
"E00046183","E00046183",149,43,74,26,4,2
"E00046184","E00046184",113,13,55,32,10,3
"E00046185","E00046185",133,54,57,18,3,1
"E00046186","E00046186",145,12,68,54,7,4
"E00046187","E00046187",171,69,69,29,4,0
"E00046188","E00046188",136,21,68,38,7,2
"E00046189","E00046189",153,60,72,13,6,2
"E00046190","E00046190",73,30,30,13,0,0
"E00046191","E00046191",135,23,49,47,16,0
"E00046192","E00046192",120,43,59,16,2,0
"E00046193","E00046193",110,44,47,15,2,2
"E00046194","E00046194",166,73,71,19,3,0
"E00046195","E00046195",98,15,48,23,12,0
"E00046196","E00046196",186,97,67,19,0,3
"E00046197","E00046197",118,15,56,36,6,5
"E00046198","E00046198",125,43,54,25,2,1
"E00046199","E00046199",117,15,42,44,13,3
"E00046200","E00046200",131,41,51,23,12,4
"E00046201","E00046201",121,51,52,16,1,1
"E00046202","E00046202",148,98,36,14,0,0
"E00046203","E00046203",127,58,44,18,3,4
"E00046204","E00046204",128,61,46,19,2,0
"E00046205","E00046205",118,18,59,32,8,1
"E00046206","E00046206",140,35,72,25,5,3
"E00046207","E00046207",121,84,29,8,0,0
"E00046208","E00046208",110,44,47,16,3,0
"E00046209","E00046209",120,66,47,7,0,0
"E00046210","E00046210",111,12,55,38,5,1
"E00046211","E00046211",137,63,61,13,0,0
"E00046212","E00046212",120,51,53,15,1,0
"E00046213","E00046213",120,57,43,14,5,1
"E00046214","E00046214",104,56,35,9,4,0
"E00046215","E00046215",125,44,42,27,10,2
"E00046216","E00046216",114,51,44,17,1,1
"E00046217","E00046217",118,48,50,13,5,2
"E00046218","E00046218",117,58,48,11,0,0
"E00046219","E00046219",107,47,43,12,5,0
"E00046220","E00046220",124,55,52,16,0,1
"E00046221","E00046221",114,39,48,20,7,0
"E00046222","E00046222",116,45,53,15,3,0
"E00046223","E00046223",123,52,50,19,2,0
"E00046224","E00046224",144,21,71,47,3,2
"E00046225","E00046225",145,21,63,55,5,1
"E00046226","E00046226",122,64,43,15,0,0
"E00046227","E00046227",128,36,63,21,5,3
"E00046228","E00046228",160,47,60,45,6,2
"E00046229","E00046229",141,16,42,65,13,5
"E00046230","E00046230",135,32,65,30,6,2
"E00046231","E00046231",180,76,85,18,0,1
"E00046232","E00046232",125,58,51,14,2,0
"E00046233","E00046233",134,4,44,60,17,9
"E00046234","E00046234",128,79,38,10,0,1
"E00046235","E00046235",136,18,66,45,6,1
"E00046236","E00046236",204,97,89,16,2,0
"E00046237","E00046237",118,14,63,36,5,0
"E00046238","E00046238",117,31,58,21,6,1
"E00046239","E00046239",134,30,43,37,22,2
"E00046240","E00046240",126,34,71,19,1,1
"E00046242","E00046242",140,61,61,17,1,0
"E00046244","E00046244",106,30,55,20,1,0
"E00046245","E00046245",139,41,75,19,3,1
"E00046246","E00046246",136,73,53,10,0,0
"E00046247","E00046247",115,16,54,33,10,2
"E00046248","E00046248",147,100,42,4,0,1
"E00046249","E00046249",137,50,57,23,7,0
"E00046250","E00046250",135,78,44,13,0,0
"E00046251","E00046251",129,89,33,5,2,0
"E00046252","E00046252",123,9,62,44,6,2
"E00046253","E00046253",138,66,59,12,1,0
"E00046254","E00046254",129,64,48,14,3,0
"E00046255","E00046255",111,37,62,11,1,0
"E00046256","E00046256",139,106,29,4,0,0
"E00046257","E00046257",142,38,65,33,3,3
"E00046258","E00046258",113,30,46,31,6,0
"E00046259","E00046259",81,24,28,24,4,1
"E00046260","E00046260",122,61,45,15,1,0
"E00046261","E00046261",148,61,65,18,3,1
"E00046262","E00046262",142,71,56,11,3,1
"E00046263","E00046263",111,9,54,36,7,5
"E00046264","E00046264",159,62,70,16,9,2
"E00046265","E00046265",101,29,45,19,8,0
"E00046266","E00046266",135,62,54,15,4,0
"E00046267","E00046267",113,42,42,22,3,4
"E00046268","E00046268",130,4,53,49,13,11
"E00046269","E00046269",111,64,42,3,2,0
"E00046270","E00046270",128,49,58,17,4,0
"E00046271","E00046271",136,67,51,15,3,0
"E00046272","E00046272",128,75,45,7,0,1
"E00046273","E00046273",119,62,37,15,4,1
"E00046274","E00046274",111,44,43,19,4,1
"E00046275","E00046275",127,43,57,22,3,2
"E00046276","E00046276",173,50,78,42,3,0
"E00046277","E00046277",109,11,52,40,5,1
"E00046278","E00046278",127,47,54,23,2,1
"E00046279","E00046279",139,76,47,14,2,0
"E00046280","E00046280",115,38,55,18,4,0
"E00046281","E00046281",101,36,43,18,4,0
"E00046283","E00046283",134,53,63,15,2,1
"E00046284","E00046284",250,102,107,32,8,1
"E00046285","E00046285",122,38,60,19,4,1
"E00046286","E00046286",136,49,68,16,3,0
"E00046287","E00046287",131,50,62,16,3,0
"E00046288","E00046288",142,81,48,10,2,1
"E00046289","E00046289",138,69,56,9,2,2
"E00046290","E00046290",122,80,34,8,0,0
"E00046291","E00046291",149,112,37,0,0,0
"E00046292","E00046292",99,31,50,16,2,0
"E00046293","E00046293",147,61,64,18,4,0
"E00046294","E00046294",122,18,55,38,10,1
"E00046295","E00046295",127,76,42,9,0,0
"E00046296","E00046296",143,62,65,15,0,1
"E00046297","E00046297",130,26,46,48,7,3
"E00046298","E00046298",127,26,69,22,10,0
"E00046299","E00046299",137,51,66,17,2,1
"E00046300","E00046300",119,36,69,14,0,0
"E00046301","E00046301",134,26,71,31,5,1
"E00046302","E00046302",156,44,60,39,10,3
"E00046303","E00046303",114,40,52,19,2,1
"E00046304","E00046304",96,46,38,9,3,0
"E00046305","E00046305",111,41,52,14,4,0
"E00046306","E00046306",95,44,38,10,2,1
"E00046307","E00046307",102,43,37,17,4,1
"E00046308","E00046308",131,51,56,18,5,1
"E00046309","E00046309",115,46,50,13,6,0
"E00046310","E00046310",128,67,52,7,1,1
"E00046311","E00046311",116,45,53,14,4,0
"E00046312","E00046312",110,54,47,9,0,0
"E00046313","E00046313",124,39,62,20,3,0
"E00046314","E00046314",125,66,41,16,2,0
"E00046315","E00046315",131,55,56,16,4,0
"E00046316","E00046316",115,58,33,21,2,1
"E00046317","E00046317",122,61,41,14,4,2
"E00046318","E00046318",144,61,55,20,7,1
"E00046319","E00046319",119,57,46,14,1,1
"E00046320","E00046320",124,45,53,21,5,0
"E00046321","E00046321",100,46,29,21,3,1
"E00046322","E00046322",118,53,50,8,6,1
"E00046323","E00046323",130,83,42,3,1,1
"E00046324","E00046324",116,41,59,15,0,1
