
"QS409EW - Persons per room - Households"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 output area","mnemonic","All categories: Number of persons per room in household","Up to 0.5 persons per room","Over 0.5 and up to 1.0 persons per room","Over 1.0 and up to 1.5 persons per room","Over 1.5 persons per room"

"E00045077","E00045077",117,70,43,3,1
"E00045078","E00045078",153,101,50,1,1
"E00045079","E00045079",113,90,20,2,1
"E00045080","E00045080",138,96,35,6,1
"E00045081","E00045081",100,74,23,2,1
"E00045082","E00045082",135,78,51,4,2
"E00045083","E00045083",148,107,41,0,0
"E00045084","E00045084",143,89,53,1,0
"E00045085","E00045085",137,101,33,3,0
"E00045086","E00045086",151,97,47,7,0
"E00045087","E00045087",136,91,42,2,1
"E00045088","E00045088",126,87,39,0,0
"E00045090","E00045090",155,117,36,1,1
"E00045091","E00045091",141,103,33,3,2
"E00045092","E00045092",166,117,45,1,3
"E00045093","E00045093",132,94,33,4,1
"E00045094","E00045094",165,122,43,0,0
"E00045095","E00045095",125,100,24,1,0
"E00045096","E00045096",117,97,17,3,0
"E00045097","E00045097",111,67,43,1,0
"E00045098","E00045098",112,78,32,2,0
"E00045099","E00045099",109,68,34,6,1
"E00045100","E00045100",128,76,44,6,2
"E00045101","E00045101",98,50,40,7,1
"E00045102","E00045102",119,78,35,5,1
"E00045103","E00045103",122,78,37,5,2
"E00045104","E00045104",116,49,58,9,0
"E00045105","E00045105",123,69,52,2,0
"E00045106","E00045106",111,60,44,7,0
"E00045107","E00045107",122,58,55,9,0
"E00045108","E00045108",128,83,38,5,2
"E00045109","E00045109",123,50,57,14,2
"E00045110","E00045110",117,83,28,4,2
"E00045111","E00045111",109,47,49,13,0
"E00045112","E00045112",111,58,50,2,1
"E00045113","E00045113",116,68,42,6,0
"E00045114","E00045114",118,67,46,4,1
"E00045115","E00045115",109,42,62,3,2
"E00045116","E00045116",137,76,52,7,2
"E00045117","E00045117",101,50,38,12,1
"E00045118","E00045118",125,74,45,6,0
"E00045119","E00045119",146,79,59,5,3
"E00045120","E00045120",142,93,40,8,1
"E00045121","E00045121",139,80,54,5,0
"E00045122","E00045122",114,69,40,4,1
"E00045123","E00045123",124,105,18,1,0
"E00045124","E00045124",142,83,54,4,1
"E00045125","E00045125",122,76,38,7,1
"E00045126","E00045126",151,94,52,3,2
"E00045127","E00045127",109,63,41,5,0
"E00045128","E00045128",136,83,46,6,1
"E00045129","E00045129",144,71,61,11,1
"E00045130","E00045130",124,75,45,4,0
"E00045131","E00045131",147,89,51,3,4
"E00045132","E00045132",96,55,36,3,2
"E00045133","E00045133",111,76,33,2,0
"E00045134","E00045134",129,75,45,3,6
"E00045135","E00045135",140,91,42,7,0
"E00045136","E00045136",141,81,54,5,1
"E00045137","E00045137",124,85,34,5,0
"E00045138","E00045138",124,86,32,3,3
"E00045139","E00045139",118,107,11,0,0
"E00045140","E00045140",120,79,39,2,0
"E00045141","E00045141",111,85,26,0,0
"E00045142","E00045142",132,84,45,3,0
"E00045143","E00045143",125,80,40,5,0
"E00045144","E00045144",154,112,41,1,0
"E00045145","E00045145",147,82,54,9,2
"E00045146","E00045146",142,95,47,0,0
"E00045147","E00045147",136,93,40,3,0
"E00045148","E00045148",156,109,36,5,6
"E00045149","E00045149",113,82,30,1,0
"E00045150","E00045150",125,76,44,5,0
"E00045151","E00045151",142,106,34,2,0
"E00045152","E00045152",114,71,42,1,0
"E00045153","E00045153",124,85,36,1,2
"E00045154","E00045154",133,84,44,4,1
"E00045155","E00045155",139,92,46,1,0
"E00045156","E00045156",108,64,41,3,0
"E00045157","E00045157",125,76,47,2,0
"E00045158","E00045158",141,91,47,3,0
"E00045159","E00045159",134,93,39,2,0
"E00045160","E00045160",133,71,48,13,1
"E00045161","E00045161",125,81,39,4,1
"E00045162","E00045162",137,76,55,5,1
"E00045163","E00045163",127,92,35,0,0
"E00045164","E00045164",164,137,23,4,0
"E00045165","E00045165",125,78,43,4,0
"E00045166","E00045166",102,46,48,6,2
"E00045167","E00045167",132,64,52,13,3
"E00045168","E00045168",118,50,51,14,3
"E00045169","E00045169",127,65,44,13,5
"E00045170","E00045170",111,47,39,19,6
"E00045171","E00045171",143,61,60,16,6
"E00045172","E00045172",115,34,67,10,4
"E00045173","E00045173",104,29,61,9,5
"E00045174","E00045174",143,82,38,19,4
"E00045175","E00045175",167,75,62,22,8
"E00045176","E00045176",106,39,47,16,4
"E00045177","E00045177",115,49,45,19,2
"E00045178","E00045178",98,36,44,13,5
"E00045179","E00045179",157,73,52,26,6
"E00045180","E00045180",84,27,45,11,1
"E00045181","E00045181",109,50,45,10,4
"E00045182","E00045182",133,80,33,14,6
"E00045183","E00045183",134,39,73,16,6
"E00045184","E00045184",109,60,39,8,2
"E00045186","E00045186",107,42,55,5,5
"E00045187","E00045187",96,46,37,12,1
"E00045188","E00045188",141,103,27,9,2
"E00045189","E00045189",108,65,37,4,2
"E00045190","E00045190",118,52,53,10,3
"E00045191","E00045191",104,42,47,14,1
"E00045192","E00045192",146,87,43,14,2
"E00045193","E00045193",120,46,59,11,4
"E00045194","E00045194",131,78,42,7,4
"E00045195","E00045195",126,66,46,12,2
"E00045196","E00045196",74,44,23,6,1
"E00045197","E00045197",110,42,52,14,2
"E00045198","E00045198",103,84,18,1,0
"E00045199","E00045199",194,123,57,10,4
"E00045200","E00045200",120,60,47,12,1
"E00045201","E00045201",149,81,57,6,5
"E00045202","E00045202",150,86,51,9,4
"E00045203","E00045203",118,67,40,11,0
"E00045204","E00045204",185,92,65,18,10
"E00045205","E00045205",147,83,53,10,1
"E00045206","E00045206",151,75,53,15,8
"E00045207","E00045207",139,104,33,2,0
"E00045208","E00045208",162,86,60,13,3
"E00045210","E00045210",206,116,71,10,9
"E00045212","E00045212",156,91,53,6,6
"E00045213","E00045213",123,77,41,4,1
"E00045214","E00045214",108,72,32,3,1
"E00045215","E00045215",144,85,55,4,0
"E00045216","E00045216",103,63,34,5,1
"E00045217","E00045217",104,45,43,11,5
"E00045218","E00045218",136,84,39,12,1
"E00045219","E00045219",136,64,55,14,3
"E00045220","E00045220",106,51,44,8,3
"E00045221","E00045221",108,53,44,8,3
"E00045222","E00045222",61,46,13,1,1
"E00045223","E00045223",85,44,29,10,2
"E00045224","E00045224",82,34,40,8,0
"E00045225","E00045225",87,38,37,10,2
"E00045226","E00045226",99,66,27,5,1
"E00045227","E00045227",92,38,39,10,5
"E00045228","E00045228",94,48,38,6,2
"E00045231","E00045231",75,18,46,9,2
"E00045232","E00045232",97,27,47,19,4
"E00045233","E00045233",150,80,51,10,9
"E00045234","E00045234",104,37,48,14,5
"E00045235","E00045235",77,28,34,12,3
"E00045236","E00045236",160,90,60,9,1
"E00045237","E00045237",73,33,30,9,1
"E00045238","E00045238",105,63,34,4,4
"E00045239","E00045239",110,54,44,11,1
"E00045240","E00045240",77,42,25,5,5
"E00045241","E00045241",99,35,41,15,8
"E00045242","E00045242",109,52,46,6,5
"E00045243","E00045243",121,59,45,11,6
"E00045244","E00045244",107,45,48,9,5
"E00045245","E00045245",98,56,32,9,1
"E00045246","E00045246",107,52,38,13,4
"E00045247","E00045247",55,15,25,12,3
"E00045249","E00045249",118,79,37,2,0
"E00045250","E00045250",131,98,30,3,0
"E00045251","E00045251",104,64,34,6,0
"E00045252","E00045252",140,94,44,1,1
"E00045253","E00045253",128,102,24,2,0
"E00045254","E00045254",111,78,30,3,0
"E00045255","E00045255",142,103,39,0,0
"E00045256","E00045256",134,80,47,7,0
"E00045257","E00045257",139,88,50,1,0
"E00045258","E00045258",142,89,49,4,0
"E00045259","E00045259",124,85,36,3,0
"E00045260","E00045260",129,97,30,2,0
"E00045261","E00045261",138,112,26,0,0
"E00045262","E00045262",146,103,39,4,0
"E00045263","E00045263",114,76,36,2,0
"E00045264","E00045264",127,79,39,8,1
"E00045265","E00045265",130,82,47,1,0
"E00045266","E00045266",110,70,35,3,2
"E00045267","E00045267",87,71,15,1,0
"E00045269","E00045269",120,75,44,1,0
"E00045271","E00045271",80,54,25,1,0
"E00045272","E00045272",59,46,13,0,0
"E00045273","E00045273",80,50,30,0,0
"E00045274","E00045274",136,71,60,5,0
"E00045275","E00045275",125,94,31,0,0
"E00045276","E00045276",136,90,40,5,1
"E00045277","E00045277",127,80,42,5,0
"E00045278","E00045278",133,101,30,2,0
"E00045279","E00045279",103,88,13,2,0
"E00045280","E00045280",109,71,34,4,0
"E00045281","E00045281",131,98,32,1,0
"E00045282","E00045282",131,98,30,1,2
"E00045283","E00045283",144,87,52,5,0
"E00045284","E00045284",142,88,50,4,0
"E00045285","E00045285",128,91,33,3,1
"E00045286","E00045286",134,90,41,3,0
"E00045287","E00045287",110,60,43,6,1
"E00045288","E00045288",127,79,37,7,4
"E00045289","E00045289",109,72,33,2,2
"E00045290","E00045290",112,75,33,4,0
"E00045292","E00045292",136,93,38,5,0
"E00045293","E00045293",208,144,59,5,0
"E00045294","E00045294",116,98,16,2,0
"E00045295","E00045295",126,80,42,4,0
"E00045296","E00045296",135,81,54,0,0
"E00045297","E00045297",129,91,38,0,0
"E00045298","E00045298",146,92,52,2,0
"E00045299","E00045299",138,93,43,2,0
"E00045300","E00045300",127,80,44,3,0
"E00045301","E00045301",121,92,27,1,1
"E00045302","E00045302",111,78,28,5,0
"E00045303","E00045303",154,76,73,4,1
"E00045304","E00045304",117,77,38,2,0
"E00045305","E00045305",124,74,49,1,0
"E00045306","E00045306",126,86,38,2,0
"E00045307","E00045307",125,93,26,4,2
"E00045308","E00045308",135,94,39,2,0
"E00045309","E00045309",117,87,28,2,0
"E00045310","E00045310",124,90,30,4,0
"E00045311","E00045311",128,83,43,1,1
"E00045312","E00045312",126,85,39,2,0
"E00045313","E00045313",123,99,24,0,0
"E00045315","E00045315",138,92,43,2,1
"E00045317","E00045317",120,83,34,1,2
"E00045318","E00045318",121,77,37,6,1
"E00045320","E00045320",137,85,51,1,0
"E00045321","E00045321",128,88,38,1,1
"E00045322","E00045322",133,87,38,7,1
"E00045323","E00045323",114,78,33,3,0
"E00045324","E00045324",157,87,67,2,1
"E00045325","E00045325",122,73,46,2,1
"E00045326","E00045326",120,89,29,2,0
"E00045327","E00045327",97,67,28,1,1
"E00045328","E00045328",150,104,44,1,1
"E00045329","E00045329",121,68,45,7,1
"E00045330","E00045330",128,73,44,10,1
"E00045331","E00045331",132,75,52,4,1
"E00045332","E00045332",129,90,38,1,0
"E00045333","E00045333",146,99,44,3,0
"E00045334","E00045334",217,147,68,2,0
"E00045335","E00045335",116,70,45,1,0
"E00045336","E00045336",135,89,40,5,1
"E00045337","E00045337",132,88,38,6,0
"E00045338","E00045338",118,75,40,2,1
"E00045339","E00045339",110,64,38,8,0
"E00045340","E00045340",117,83,30,3,1
"E00045341","E00045341",116,71,42,3,0
"E00045342","E00045342",241,173,65,2,1
"E00045343","E00045343",121,88,32,1,0
"E00045344","E00045344",110,65,39,6,0
"E00045345","E00045345",144,84,57,3,0
"E00045346","E00045346",123,76,42,5,0
"E00045347","E00045347",132,91,40,1,0
"E00045348","E00045348",131,75,52,3,1
"E00045349","E00045349",125,90,33,2,0
"E00045350","E00045350",118,66,48,4,0
"E00045351","E00045351",141,83,52,4,2
"E00045352","E00045352",131,74,52,5,0
"E00045353","E00045353",125,75,47,3,0
"E00045354","E00045354",142,106,34,2,0
"E00045355","E00045355",120,67,46,6,1
"E00045356","E00045356",120,77,40,3,0
"E00045357","E00045357",127,71,50,4,2
"E00045358","E00045358",99,64,30,4,1
"E00045359","E00045359",146,88,55,3,0
"E00045360","E00045360",139,96,40,2,1
"E00045361","E00045361",112,84,26,1,1
"E00045362","E00045362",151,98,44,8,1
"E00045363","E00045363",123,73,50,0,0
"E00045364","E00045364",133,91,42,0,0
"E00045365","E00045365",119,85,32,2,0
"E00045366","E00045366",120,79,38,2,1
"E00045367","E00045367",107,81,25,1,0
"E00045368","E00045368",114,82,32,0,0
"E00045369","E00045369",134,93,41,0,0
"E00045370","E00045370",149,111,37,1,0
"E00045371","E00045371",148,124,24,0,0
"E00045372","E00045372",131,94,36,1,0
"E00045373","E00045373",136,104,32,0,0
"E00045374","E00045374",133,83,46,4,0
"E00045375","E00045375",140,90,46,4,0
"E00045376","E00045376",135,86,39,9,1
"E00045377","E00045377",135,87,44,3,1
"E00045378","E00045378",128,102,24,1,1
"E00045379","E00045379",137,90,43,3,1
"E00045380","E00045380",116,83,31,1,1
"E00045381","E00045381",140,93,38,9,0
"E00045382","E00045382",103,72,30,1,0
"E00045383","E00045383",141,86,50,5,0
"E00045384","E00045384",136,80,52,1,3
"E00045385","E00045385",142,102,37,1,2
"E00045386","E00045386",120,98,19,1,2
"E00045387","E00045387",114,77,35,1,1
"E00045388","E00045388",121,61,55,4,1
"E00045389","E00045389",144,120,23,1,0
"E00045390","E00045390",99,70,27,2,0
"E00045391","E00045391",129,94,33,1,1
"E00045392","E00045392",156,123,30,2,1
"E00045393","E00045393",120,88,29,3,0
"E00045394","E00045394",143,84,56,3,0
"E00045395","E00045395",117,72,38,5,2
"E00045396","E00045396",118,68,47,2,1
"E00045397","E00045397",125,55,61,9,0
"E00045398","E00045398",132,90,42,0,0
"E00045399","E00045399",123,80,35,6,2
"E00045400","E00045400",115,72,38,3,2
"E00045401","E00045401",110,64,40,3,3
"E00045402","E00045402",128,72,48,7,1
"E00045403","E00045403",120,79,38,3,0
"E00045404","E00045404",91,79,12,0,0
"E00045405","E00045405",97,60,34,3,0
"E00045406","E00045406",123,71,50,2,0
"E00045407","E00045407",120,82,34,3,1
"E00045408","E00045408",110,72,32,6,0
"E00045409","E00045409",117,74,39,4,0
"E00045410","E00045410",107,54,49,4,0
"E00045411","E00045411",116,79,33,3,1
"E00045412","E00045412",120,66,47,7,0
"E00045413","E00045413",108,92,16,0,0
"E00045414","E00045414",100,62,33,5,0
"E00045415","E00045415",131,97,30,4,0
"E00045416","E00045416",112,77,33,2,0
"E00045417","E00045417",114,77,36,1,0
"E00045418","E00045418",105,94,9,1,1
"E00045419","E00045419",138,91,42,2,3
"E00045420","E00045420",172,139,31,2,0
"E00045421","E00045421",145,104,36,5,0
"E00045422","E00045422",121,87,31,2,1
"E00045423","E00045423",128,88,38,1,1
"E00045424","E00045424",124,103,20,1,0
"E00045425","E00045425",107,77,29,1,0
"E00045426","E00045426",121,97,24,0,0
"E00045427","E00045427",133,95,37,1,0
"E00045428","E00045428",133,101,31,1,0
"E00045429","E00045429",124,90,34,0,0
"E00045430","E00045430",127,97,30,0,0
"E00045431","E00045431",129,86,41,1,1
"E00045432","E00045432",127,92,34,1,0
"E00045433","E00045433",121,85,34,1,1
"E00045434","E00045434",112,81,27,3,1
"E00045435","E00045435",138,90,46,1,1
"E00045436","E00045436",128,107,20,1,0
"E00045437","E00045437",135,114,21,0,0
"E00045438","E00045438",148,130,18,0,0
"E00045439","E00045439",125,100,24,1,0
"E00045440","E00045440",108,86,22,0,0
"E00045441","E00045441",123,91,31,0,1
"E00045442","E00045442",124,88,35,1,0
"E00045443","E00045443",154,119,33,1,1
"E00045444","E00045444",132,84,45,0,3
"E00045445","E00045445",167,130,34,3,0
"E00045446","E00045446",117,89,26,2,0
"E00045447","E00045447",148,130,18,0,0
"E00045448","E00045448",166,138,28,0,0
"E00045449","E00045449",127,86,41,0,0
"E00045450","E00045450",144,98,45,0,1
"E00045451","E00045451",147,114,32,1,0
"E00045452","E00045452",148,97,50,1,0
"E00045453","E00045453",135,90,41,3,1
"E00045454","E00045454",157,120,34,3,0
"E00045455","E00045455",112,67,41,4,0
"E00045456","E00045456",132,95,36,1,0
"E00045457","E00045457",159,84,65,8,2
"E00045458","E00045458",123,101,21,1,0
"E00045459","E00045459",133,84,49,0,0
"E00045460","E00045460",126,82,43,0,1
"E00045461","E00045461",119,80,37,0,2
"E00045462","E00045462",129,78,46,4,1
"E00045463","E00045463",125,74,44,6,1
"E00045464","E00045464",108,87,19,2,0
"E00045465","E00045465",98,67,30,1,0
"E00045466","E00045466",103,67,36,0,0
"E00045467","E00045467",113,72,37,4,0
"E00045468","E00045468",116,88,28,0,0
"E00045469","E00045469",147,104,41,1,1
"E00045470","E00045470",142,105,36,1,0
"E00045471","E00045471",139,90,47,2,0
"E00045472","E00045472",130,97,33,0,0
"E00045473","E00045473",133,108,25,0,0
"E00045474","E00045474",119,89,29,1,0
"E00045475","E00045475",99,77,21,1,0
"E00045476","E00045476",131,95,36,0,0
"E00045477","E00045477",100,79,20,1,0
"E00045478","E00045478",125,96,27,2,0
"E00045479","E00045479",124,101,22,1,0
"E00045480","E00045480",131,90,41,0,0
"E00045481","E00045481",130,99,30,0,1
"E00045482","E00045482",106,84,22,0,0
"E00045483","E00045483",140,83,54,3,0
"E00045484","E00045484",130,98,32,0,0
"E00045485","E00045485",136,121,15,0,0
"E00045486","E00045486",130,96,34,0,0
"E00045487","E00045487",121,91,30,0,0
"E00045488","E00045488",128,96,31,1,0
"E00045489","E00045489",100,90,9,1,0
"E00045490","E00045490",97,70,27,0,0
"E00045491","E00045491",125,83,35,5,2
"E00045492","E00045492",129,95,31,2,1
"E00045493","E00045493",133,83,49,1,0
"E00045494","E00045494",116,76,40,0,0
"E00045495","E00045495",106,88,17,1,0
"E00045496","E00045496",131,81,49,1,0
"E00045497","E00045497",101,68,32,1,0
"E00045498","E00045498",127,87,40,0,0
"E00045499","E00045499",119,85,30,3,1
"E00045500","E00045500",151,88,59,3,1
"E00045501","E00045501",132,101,30,0,1
"E00045502","E00045502",127,79,45,3,0
"E00045503","E00045503",132,105,24,3,0
"E00045504","E00045504",140,99,39,2,0
"E00045505","E00045505",134,79,45,8,2
"E00045506","E00045506",152,120,30,2,0
"E00045507","E00045507",130,88,37,5,0
"E00045508","E00045508",127,87,35,5,0
"E00045509","E00045509",144,116,27,1,0
"E00045510","E00045510",46,27,13,4,2
"E00045511","E00045511",125,77,46,2,0
"E00045512","E00045512",138,92,39,7,0
"E00045513","E00045513",140,106,32,1,1
"E00045514","E00045514",136,92,41,3,0
"E00045515","E00045515",136,103,29,3,1
"E00045516","E00045516",142,103,37,1,1
"E00045517","E00045517",142,103,39,0,0
"E00045518","E00045518",139,76,59,2,2
"E00045519","E00045519",122,81,36,5,0
"E00045520","E00045520",117,84,32,1,0
"E00045521","E00045521",126,104,22,0,0
"E00045522","E00045522",123,96,26,1,0
"E00045523","E00045523",123,84,36,3,0
"E00045524","E00045524",108,85,23,0,0
"E00045525","E00045525",144,110,32,1,1
"E00045526","E00045526",179,135,42,1,1
"E00045527","E00045527",133,89,41,3,0
"E00045528","E00045528",135,93,41,0,1
"E00045529","E00045529",113,88,24,1,0
"E00045530","E00045530",126,99,24,2,1
"E00045531","E00045531",122,92,29,1,0
"E00045532","E00045532",120,66,46,6,2
"E00045533","E00045533",108,63,40,5,0
"E00045534","E00045534",121,73,42,6,0
"E00045535","E00045535",126,96,29,1,0
"E00045536","E00045536",133,93,38,2,0
"E00045537","E00045537",143,105,38,0,0
"E00045538","E00045538",155,106,45,4,0
"E00045539","E00045539",112,68,43,1,0
"E00045540","E00045540",114,88,23,3,0
"E00045541","E00045541",125,87,37,1,0
"E00045542","E00045542",142,107,34,1,0
"E00045543","E00045543",126,75,48,3,0
"E00045544","E00045544",137,95,39,1,2
"E00045545","E00045545",125,81,38,5,1
"E00045546","E00045546",101,70,30,0,1
"E00045547","E00045547",151,115,34,2,0
"E00045548","E00045548",131,90,36,5,0
"E00045549","E00045549",168,122,46,0,0
"E00045550","E00045550",106,75,29,1,1
"E00045551","E00045551",130,103,25,2,0
"E00045552","E00045552",100,77,23,0,0
"E00045553","E00045553",138,89,47,2,0
"E00045554","E00045554",173,131,41,1,0
"E00045555","E00045555",142,109,31,2,0
"E00045556","E00045556",114,89,25,0,0
"E00045557","E00045557",130,89,37,4,0
"E00045558","E00045558",116,89,23,3,1
"E00045559","E00045559",150,92,56,2,0
"E00045560","E00045560",119,86,32,0,1
"E00045561","E00045561",104,65,37,2,0
"E00045562","E00045562",193,130,54,6,3
"E00045563","E00045563",112,73,39,0,0
"E00045564","E00045564",122,83,35,3,1
"E00045566","E00045566",183,120,61,2,0
"E00045568","E00045568",129,92,37,0,0
"E00045569","E00045569",107,79,26,1,1
"E00045570","E00045570",130,102,28,0,0
"E00045571","E00045571",95,61,32,2,0
"E00045572","E00045572",134,94,38,2,0
"E00045573","E00045573",130,90,40,0,0
"E00045574","E00045574",137,107,29,0,1
"E00045575","E00045575",123,89,32,2,0
"E00045576","E00045576",156,106,48,1,1
"E00045577","E00045577",105,77,26,1,1
"E00045578","E00045578",149,126,23,0,0
"E00045579","E00045579",126,73,40,13,0
"E00045580","E00045580",125,93,31,1,0
"E00045581","E00045581",119,103,16,0,0
"E00045582","E00045582",117,81,33,2,1
"E00045583","E00045583",129,91,31,5,2
"E00045584","E00045584",121,87,33,1,0
"E00045585","E00045585",135,104,29,2,0
"E00045586","E00045586",40,29,10,1,0
"E00045587","E00045587",111,88,22,1,0
"E00045588","E00045588",99,45,42,9,3
"E00045589","E00045589",123,104,18,0,1
"E00045590","E00045590",175,134,39,2,0
"E00045592","E00045592",165,110,42,8,5
"E00045593","E00045593",137,76,54,1,6
"E00045594","E00045594",164,118,43,3,0
"E00045595","E00045595",159,101,52,6,0
"E00045596","E00045596",161,104,47,5,5
"E00045597","E00045597",178,118,55,2,3
"E00045598","E00045598",217,143,61,10,3
"E00045599","E00045599",160,112,43,3,2
"E00045600","E00045600",139,100,37,1,1
"E00045601","E00045601",152,99,44,5,4
"E00045602","E00045602",182,99,73,7,3
"E00045603","E00045603",206,138,60,6,2
"E00045604","E00045604",136,106,29,1,0
"E00045605","E00045605",165,141,21,2,1
"E00045606","E00045606",141,120,21,0,0
"E00045607","E00045607",121,78,40,3,0
"E00045608","E00045608",119,95,23,1,0
"E00045609","E00045609",112,99,12,0,1
"E00045610","E00045610",156,134,21,0,1
"E00045611","E00045611",129,104,24,0,1
"E00045612","E00045612",127,103,23,1,0
"E00045613","E00045613",118,87,31,0,0
"E00045614","E00045614",147,126,20,1,0
"E00045615","E00045615",107,97,10,0,0
"E00045616","E00045616",121,96,24,1,0
"E00045618","E00045618",59,46,13,0,0
"E00045620","E00045620",108,91,17,0,0
"E00045621","E00045621",117,88,27,2,0
"E00045622","E00045622",119,94,21,4,0
"E00045623","E00045623",72,36,33,2,1
"E00045624","E00045624",109,90,19,0,0
"E00045625","E00045625",120,86,27,3,4
"E00045627","E00045627",114,100,11,3,0
"E00045628","E00045628",112,92,19,0,1
"E00045629","E00045629",110,88,21,1,0
"E00045630","E00045630",157,83,58,12,4
"E00045631","E00045631",108,60,42,5,1
"E00045632","E00045632",128,103,24,1,0
"E00045633","E00045633",118,74,35,8,1
"E00045635","E00045635",106,67,31,5,3
"E00045636","E00045636",129,103,26,0,0
"E00045637","E00045637",95,84,11,0,0
"E00045638","E00045638",115,79,35,1,0
"E00045639","E00045639",124,75,43,5,1
"E00045640","E00045640",113,81,29,2,1
"E00045641","E00045641",144,106,35,3,0
"E00045643","E00045643",119,64,51,3,1
"E00045644","E00045644",114,84,27,2,1
"E00045645","E00045645",124,100,24,0,0
"E00045646","E00045646",130,103,24,2,1
"E00045647","E00045647",174,121,48,3,2
"E00045648","E00045648",240,152,82,5,1
"E00045649","E00045649",117,41,75,1,0
"E00045651","E00045651",148,102,42,4,0
"E00045652","E00045652",110,91,17,1,1
"E00045653","E00045653",127,95,32,0,0
"E00045654","E00045654",120,75,39,3,3
"E00045655","E00045655",115,76,38,1,0
"E00045656","E00045656",229,138,81,9,1
"E00045658","E00045658",184,104,68,9,3
"E00045659","E00045659",144,78,61,2,3
"E00045660","E00045660",99,67,31,1,0
"E00045661","E00045661",108,69,35,2,2
"E00045662","E00045662",130,69,49,8,4
"E00045663","E00045663",164,114,46,2,2
"E00045664","E00045664",146,119,27,0,0
"E00045665","E00045665",159,126,30,3,0
"E00045666","E00045666",126,111,15,0,0
"E00045667","E00045667",233,155,64,11,3
"E00045668","E00045668",218,135,65,9,9
"E00045669","E00045669",207,132,64,2,9
"E00045670","E00045670",144,81,54,9,0
"E00045671","E00045671",131,75,47,7,2
"E00045672","E00045672",133,115,18,0,0
"E00045673","E00045673",126,97,24,5,0
"E00045674","E00045674",133,97,35,1,0
"E00045675","E00045675",108,83,23,2,0
"E00045676","E00045676",130,96,34,0,0
"E00045677","E00045677",122,88,32,2,0
"E00045678","E00045678",131,99,30,0,2
"E00045679","E00045679",119,94,23,2,0
"E00045680","E00045680",158,111,43,3,1
"E00045681","E00045681",152,106,40,6,0
"E00045682","E00045682",112,70,39,1,2
"E00045683","E00045683",118,80,37,1,0
"E00045684","E00045684",108,82,25,0,1
"E00045685","E00045685",115,86,27,2,0
"E00045686","E00045686",129,110,19,0,0
"E00045687","E00045687",123,88,29,5,1
"E00045688","E00045688",111,75,34,2,0
"E00045689","E00045689",118,82,36,0,0
"E00045690","E00045690",194,131,57,5,1
"E00045691","E00045691",119,79,38,1,1
"E00045692","E00045692",94,70,24,0,0
"E00045693","E00045693",115,80,35,0,0
"E00045694","E00045694",126,87,37,1,1
"E00045695","E00045695",129,92,36,1,0
"E00045696","E00045696",98,73,24,1,0
"E00045697","E00045697",119,82,36,0,1
"E00045698","E00045698",128,86,39,3,0
"E00045699","E00045699",131,89,42,0,0
"E00045700","E00045700",122,86,30,4,2
"E00045701","E00045701",112,76,34,2,0
"E00045702","E00045702",138,88,50,0,0
"E00045703","E00045703",101,77,23,1,0
"E00045704","E00045704",111,79,31,0,1
"E00045705","E00045705",131,82,47,2,0
"E00045706","E00045706",145,95,41,5,4
"E00045707","E00045707",119,91,25,3,0
"E00045708","E00045708",121,80,34,6,1
"E00045709","E00045709",139,107,32,0,0
"E00045710","E00045710",127,87,36,4,0
"E00045711","E00045711",120,76,41,3,0
"E00045712","E00045712",129,80,42,7,0
"E00045713","E00045713",128,86,35,5,2
"E00045714","E00045714",140,101,36,1,2
"E00045715","E00045715",130,105,25,0,0
"E00045716","E00045716",127,79,43,5,0
"E00045717","E00045717",120,91,29,0,0
"E00045718","E00045718",125,78,40,6,1
"E00045719","E00045719",139,82,50,4,3
"E00045720","E00045720",177,134,38,2,3
"E00045721","E00045721",140,114,26,0,0
"E00045722","E00045722",99,80,19,0,0
"E00045724","E00045724",141,107,34,0,0
"E00045726","E00045726",72,49,19,3,1
"E00045727","E00045727",135,101,31,3,0
"E00045728","E00045728",135,107,27,1,0
"E00045729","E00045729",115,88,23,2,2
"E00045730","E00045730",127,92,32,3,0
"E00045731","E00045731",125,81,43,1,0
"E00045732","E00045732",122,98,24,0,0
"E00045734","E00045734",136,103,32,1,0
"E00045735","E00045735",130,81,45,4,0
"E00045736","E00045736",132,110,22,0,0
"E00045737","E00045737",142,118,23,1,0
"E00045739","E00045739",133,102,29,2,0
"E00045740","E00045740",101,80,20,1,0
"E00045741","E00045741",132,100,29,3,0
"E00045742","E00045742",133,108,23,1,1
"E00045743","E00045743",139,106,33,0,0
"E00045744","E00045744",90,75,15,0,0
"E00045745","E00045745",139,86,46,4,3
"E00045746","E00045746",151,82,61,7,1
"E00045747","E00045747",180,86,72,16,6
"E00045748","E00045748",126,66,49,9,2
"E00045749","E00045749",159,111,43,5,0
"E00045750","E00045750",139,87,51,1,0
"E00045751","E00045751",134,91,38,4,1
"E00045752","E00045752",162,93,64,3,2
"E00045753","E00045753",138,86,45,5,2
"E00045754","E00045754",118,87,30,1,0
"E00045755","E00045755",116,70,40,5,1
"E00045756","E00045756",133,122,10,0,1
"E00045757","E00045757",133,103,29,1,0
"E00045758","E00045758",133,81,48,4,0
"E00045759","E00045759",131,65,56,9,1
"E00045760","E00045760",131,68,49,11,3
