
"QS303EW - Long-term health problem or disability"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All usual residents"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"2011 output area","mnemonic","All categories: Long-term health problem or disability","Day-to-day activities limited a lot","Day-to-day activities limited a little","Day-to-day activities not limited"
"E00047303","E00047303",401,31,43,327
"E00047304","E00047304",528,58,38,432
"E00047305","E00047305",460,35,44,381
"E00047306","E00047306",526,38,40,448
"E00047307","E00047307",510,43,34,433
"E00047308","E00047308",473,34,32,407
"E00047309","E00047309",489,47,36,406
"E00047310","E00047310",428,31,49,348
"E00047311","E00047311",397,37,38,322
"E00047312","E00047312",591,61,59,471
"E00047313","E00047313",479,32,42,405
"E00047314","E00047314",438,45,35,358
"E00047315","E00047315",434,40,42,352
"E00047316","E00047316",428,47,37,344
"E00047317","E00047317",411,44,25,342
"E00047318","E00047318",482,27,39,416
"E00047319","E00047319",435,37,40,358
"E00047320","E00047320",489,57,56,376
"E00047321","E00047321",329,22,32,275
"E00047322","E00047322",331,30,38,263
"E00047323","E00047323",467,31,34,402
"E00047324","E00047324",323,15,16,292
"E00047325","E00047325",390,29,32,329
"E00047326","E00047326",402,24,32,346
"E00047327","E00047327",328,34,22,272
"E00047328","E00047328",472,54,43,375
"E00047329","E00047329",316,15,24,277
"E00047330","E00047330",468,43,36,389
"E00047331","E00047331",610,50,51,509
"E00047332","E00047332",435,23,37,375
"E00047333","E00047333",477,42,25,410
"E00047334","E00047334",397,43,45,309
"E00047335","E00047335",325,36,33,256
"E00047336","E00047336",545,43,34,468
"E00047337","E00047337",432,41,45,346
"E00047338","E00047338",512,37,50,425
"E00047339","E00047339",452,55,39,358
"E00047340","E00047340",369,33,29,307
"E00047341","E00047341",375,18,29,328
"E00047342","E00047342",399,32,33,334
"E00047343","E00047343",378,31,28,319
"E00047344","E00047344",417,26,43,348
"E00047345","E00047345",422,41,41,340
"E00047346","E00047346",400,53,46,301
"E00047347","E00047347",335,27,42,266
"E00047348","E00047348",530,37,44,449
"E00047349","E00047349",501,37,50,414
"E00047350","E00047350",470,39,31,400
"E00047351","E00047351",341,23,31,287
"E00047353","E00047353",393,55,31,307
"E00047354","E00047354",345,34,35,276
"E00047355","E00047355",396,32,35,329
"E00047356","E00047356",400,43,46,311
"E00047357","E00047357",371,44,31,296
"E00047358","E00047358",378,32,30,316
"E00047359","E00047359",442,29,30,383
"E00047360","E00047360",396,34,35,327
"E00047361","E00047361",538,49,39,450
"E00047362","E00047362",414,40,38,336
"E00047363","E00047363",434,34,31,369
"E00047364","E00047364",383,26,28,329
"E00047365","E00047365",456,40,41,375
"E00047366","E00047366",374,36,37,301
"E00047367","E00047367",404,24,26,354
"E00047368","E00047368",440,40,35,365
"E00047369","E00047369",425,38,42,345
"E00047370","E00047370",531,38,39,454
"E00047371","E00047371",442,64,43,335
"E00047372","E00047372",321,28,26,267
"E00047373","E00047373",155,25,30,100
"E00047374","E00047374",378,26,38,314
"E00047375","E00047375",379,22,34,323
"E00047376","E00047376",410,42,37,331
"E00047377","E00047377",401,35,29,337
"E00047378","E00047378",302,29,28,245
"E00047379","E00047379",486,29,66,391
"E00047380","E00047380",470,59,71,340
"E00047381","E00047381",453,32,38,383
"E00047382","E00047382",542,55,48,439
"E00047383","E00047383",468,64,56,348
"E00047384","E00047384",451,36,28,387
"E00047385","E00047385",357,20,35,302
"E00047387","E00047387",449,48,39,362
"E00047388","E00047388",349,31,32,286
"E00047389","E00047389",493,21,34,438
"E00047390","E00047390",371,13,37,321
"E00047391","E00047391",520,56,53,411
"E00047392","E00047392",338,18,24,296
"E00047393","E00047393",347,40,35,272
"E00047394","E00047394",399,26,27,346
"E00047396","E00047396",412,38,31,343
"E00047397","E00047397",373,28,33,312
"E00047398","E00047398",370,28,33,309
"E00047399","E00047399",308,40,23,245
"E00047400","E00047400",444,27,33,384
"E00047401","E00047401",469,32,49,388
"E00047402","E00047402",628,43,55,530
"E00047403","E00047403",338,40,35,263
"E00047404","E00047404",404,44,36,324
"E00047405","E00047405",456,28,28,400
"E00047406","E00047406",339,23,39,277
"E00047407","E00047407",389,28,34,327
"E00047408","E00047408",394,40,36,318
"E00047409","E00047409",463,44,52,367
"E00047410","E00047410",468,38,44,386
"E00047411","E00047411",340,37,37,266
"E00047412","E00047412",334,22,33,279
"E00047413","E00047413",440,46,47,347
"E00047414","E00047414",398,34,45,319
"E00047415","E00047415",395,40,32,323
"E00047416","E00047416",445,47,42,356
"E00047417","E00047417",298,15,26,257
"E00047418","E00047418",264,12,25,227
"E00047419","E00047419",435,43,44,348
"E00047420","E00047420",479,30,45,404
"E00047421","E00047421",320,23,31,266
"E00047422","E00047422",190,16,22,152
"E00047423","E00047423",513,51,57,405
"E00047424","E00047424",415,45,37,333
"E00047425","E00047425",412,36,35,341
"E00047426","E00047426",362,47,44,271
"E00047427","E00047427",400,46,30,324
"E00047428","E00047428",419,39,42,338
"E00047429","E00047429",333,31,34,268
"E00047430","E00047430",283,46,31,206
"E00047431","E00047431",366,28,31,307
"E00047432","E00047432",352,22,47,283
"E00047433","E00047433",282,20,17,245
"E00047434","E00047434",384,26,36,322
"E00047435","E00047435",409,42,43,324
"E00047437","E00047437",370,29,34,307
"E00047438","E00047438",310,34,32,244
"E00047439","E00047439",397,34,32,331
"E00047440","E00047440",313,21,20,272
"E00047441","E00047441",243,21,29,193
"E00047442","E00047442",483,48,49,386
"E00047443","E00047443",416,57,44,315
"E00047444","E00047444",280,29,30,221
"E00047445","E00047445",430,25,24,381
"E00047446","E00047446",301,42,40,219
"E00047447","E00047447",454,56,47,351
"E00047448","E00047448",534,47,48,439
"E00047449","E00047449",589,68,58,463
"E00047450","E00047450",445,54,38,353
"E00047451","E00047451",349,52,49,248
"E00047452","E00047452",399,55,40,304
"E00047453","E00047453",384,52,31,301
"E00047454","E00047454",416,37,35,344
"E00047456","E00047456",352,56,40,256
"E00047457","E00047457",230,9,13,208
"E00047458","E00047458",343,25,27,291
"E00047460","E00047460",615,104,83,428
"E00047461","E00047461",599,23,42,534
"E00047462","E00047462",148,22,19,107
"E00047463","E00047463",567,63,49,455
"E00047464","E00047464",290,27,34,229
"E00047465","E00047465",409,34,32,343
"E00047466","E00047466",402,43,49,310
"E00047467","E00047467",379,30,36,313
"E00047468","E00047468",178,14,16,148
"E00047470","E00047470",511,48,51,412
"E00047471","E00047471",383,39,43,301
"E00047472","E00047472",426,45,31,350
"E00047473","E00047473",237,21,35,181
"E00047474","E00047474",395,51,34,310
"E00047475","E00047475",264,27,23,214
"E00047476","E00047476",413,44,45,324
"E00047477","E00047477",383,51,47,285
"E00047478","E00047478",413,32,28,353
"E00047479","E00047479",229,20,31,178
"E00047480","E00047480",496,53,66,377
"E00047481","E00047481",306,43,38,225
"E00047482","E00047482",494,50,50,394
"E00047483","E00047483",362,30,48,284
"E00047484","E00047484",284,22,26,236
"E00047485","E00047485",413,36,45,332
"E00047486","E00047486",206,20,26,160
"E00047487","E00047487",357,28,25,304
"E00047488","E00047488",401,46,39,316
"E00047489","E00047489",408,36,31,341
"E00047490","E00047490",430,47,38,345
"E00047491","E00047491",211,13,14,184
"E00047492","E00047492",272,32,33,207
"E00047493","E00047493",442,51,41,350
"E00047494","E00047494",545,47,48,450
"E00047495","E00047495",289,30,42,217
"E00047496","E00047496",352,37,38,277
"E00047497","E00047497",339,44,42,253
"E00047498","E00047498",423,36,44,343
"E00047499","E00047499",515,52,50,413
"E00047500","E00047500",352,29,24,299
"E00047501","E00047501",343,33,25,285
"E00047502","E00047502",390,29,33,328
"E00047503","E00047503",386,30,26,330
"E00047504","E00047504",462,47,38,377
"E00047505","E00047505",437,35,30,372
"E00047506","E00047506",353,55,51,247
"E00047507","E00047507",341,34,31,276
"E00047508","E00047508",396,35,35,326
"E00047509","E00047509",372,30,32,310
"E00047510","E00047510",339,42,28,269
"E00047511","E00047511",524,45,44,435
"E00047512","E00047512",396,36,42,318
"E00047513","E00047513",191,43,37,111
"E00047514","E00047514",333,28,25,280
"E00047515","E00047515",466,53,42,371
"E00047516","E00047516",363,39,25,299
"E00047517","E00047517",365,17,26,322
"E00047518","E00047518",451,45,37,369
"E00047519","E00047519",301,51,30,220
"E00047520","E00047520",452,62,63,327
"E00047521","E00047521",382,35,37,310
"E00047522","E00047522",368,33,40,295
"E00047523","E00047523",318,37,34,247
"E00047524","E00047524",372,41,31,300
"E00047525","E00047525",415,47,45,323
"E00047526","E00047526",403,34,40,329
"E00047527","E00047527",304,38,34,232
"E00047528","E00047528",426,35,48,343
"E00047529","E00047529",374,27,25,322
"E00047530","E00047530",292,27,38,227
"E00047531","E00047531",201,40,25,136
"E00047532","E00047532",478,52,42,384
"E00047533","E00047533",394,18,37,339
"E00047534","E00047534",514,31,39,444
"E00047535","E00047535",386,32,34,320
"E00047536","E00047536",345,26,38,281
"E00047537","E00047537",421,27,28,366
"E00047538","E00047538",219,24,22,173
"E00047539","E00047539",379,37,30,312
"E00047540","E00047540",494,30,48,416
"E00047541","E00047541",498,32,47,419
"E00047542","E00047542",386,39,35,312
"E00047543","E00047543",348,30,33,285
"E00047544","E00047544",554,33,30,491
"E00047546","E00047546",371,17,13,341
"E00047547","E00047547",489,36,40,413
"E00047548","E00047548",378,19,19,340
"E00047549","E00047549",200,13,19,168
"E00047550","E00047550",482,39,52,391
"E00047551","E00047551",306,24,32,250
"E00047552","E00047552",404,38,48,318
"E00047553","E00047553",468,30,31,407
"E00047554","E00047554",395,30,25,340
"E00047555","E00047555",342,23,30,289
"E00047556","E00047556",407,34,37,336
"E00047557","E00047557",468,42,32,394
"E00047558","E00047558",332,24,27,281
"E00047559","E00047559",407,35,29,343
"E00047560","E00047560",349,41,35,273
"E00047561","E00047561",290,23,25,242
"E00047562","E00047562",372,50,42,280
"E00047563","E00047563",450,46,35,369
"E00047564","E00047564",440,34,26,380
"E00047565","E00047565",458,49,42,367
"E00047566","E00047566",400,40,36,324
"E00047567","E00047567",269,27,20,222
"E00047568","E00047568",303,19,25,259
"E00047569","E00047569",558,46,51,461
"E00047570","E00047570",455,48,49,358
"E00047571","E00047571",360,30,20,310
"E00047572","E00047572",609,70,56,483
"E00047573","E00047573",480,49,35,396
"E00047574","E00047574",272,17,23,232
"E00047575","E00047575",476,58,49,369
"E00047576","E00047576",505,47,49,409
"E00047577","E00047577",263,25,28,210
"E00047578","E00047578",352,26,30,296
"E00047579","E00047579",450,40,38,372
"E00047580","E00047580",502,41,50,411
"E00047581","E00047581",365,17,40,308
"E00047582","E00047582",415,53,53,309
"E00047583","E00047583",254,35,31,188
"E00047584","E00047584",272,20,22,230
"E00047585","E00047585",592,53,60,479
"E00047586","E00047586",392,25,37,330
"E00047587","E00047587",337,42,33,262
"E00047588","E00047588",378,22,36,320
"E00047589","E00047589",155,14,9,132
"E00047590","E00047590",376,52,49,275
"E00047591","E00047591",377,60,33,284
"E00047592","E00047592",471,32,35,404
"E00047593","E00047593",319,21,30,268
"E00047594","E00047594",318,27,23,268
"E00047595","E00047595",333,49,49,235
"E00047596","E00047596",392,50,46,296
"E00047597","E00047597",507,54,61,392
"E00047598","E00047598",324,14,19,291
"E00047599","E00047599",360,30,32,298
"E00047600","E00047600",316,48,36,232
"E00047601","E00047601",308,23,29,256
"E00047602","E00047602",353,49,43,261
"E00047603","E00047603",340,25,26,289
"E00047604","E00047604",369,44,49,276
"E00047605","E00047605",368,41,33,294
"E00047606","E00047606",369,25,30,314
"E00047607","E00047607",366,30,30,306
"E00047608","E00047608",328,39,38,251
"E00047609","E00047609",292,49,31,212
"E00047610","E00047610",303,32,22,249
"E00047611","E00047611",386,35,36,315
"E00047612","E00047612",410,23,31,356
"E00047614","E00047614",270,34,35,201
"E00047615","E00047615",418,61,67,290
"E00047616","E00047616",247,69,34,144
"E00047617","E00047617",344,53,31,260
"E00047618","E00047618",362,44,30,288
"E00047619","E00047619",388,29,33,326
"E00047620","E00047620",287,24,26,237
"E00047621","E00047621",362,68,29,265
"E00047622","E00047622",292,42,29,221
"E00047623","E00047623",133,32,31,70
"E00047624","E00047624",302,32,31,239
"E00047625","E00047625",306,23,28,255
"E00047626","E00047626",294,19,32,243
"E00047627","E00047627",300,20,31,249
"E00047628","E00047628",246,13,28,205
"E00047629","E00047629",319,30,31,258
"E00047630","E00047630",370,20,27,323
"E00047631","E00047631",405,27,37,341
"E00047632","E00047632",408,45,25,338
"E00047633","E00047633",343,29,19,295
"E00047634","E00047634",306,14,14,278
"E00047635","E00047635",295,47,29,219
"E00047636","E00047636",241,17,19,205
"E00047637","E00047637",331,24,29,278
"E00047638","E00047638",533,39,50,444
"E00047639","E00047639",329,28,26,275
"E00047640","E00047640",249,40,23,186
"E00047641","E00047641",368,26,37,305
"E00047642","E00047642",249,57,35,157
"E00047643","E00047643",297,31,23,243
"E00047644","E00047644",275,15,29,231
"E00047645","E00047645",338,28,33,277
"E00047646","E00047646",264,26,34,204
"E00047647","E00047647",266,22,30,214
"E00047648","E00047648",366,40,32,294
"E00047649","E00047649",396,33,33,330
"E00047650","E00047650",307,28,24,255
"E00047651","E00047651",308,33,23,252
"E00047652","E00047652",272,22,29,221
"E00047653","E00047653",417,49,32,336
"E00047654","E00047654",231,37,22,172
"E00047655","E00047655",304,28,43,233
"E00047656","E00047656",307,37,36,234
"E00047657","E00047657",204,50,30,124
"E00047658","E00047658",294,25,30,239
"E00047659","E00047659",285,31,24,230
"E00047660","E00047660",361,48,35,278
"E00047661","E00047661",369,33,44,292
"E00047662","E00047662",259,38,24,197
"E00047663","E00047663",294,37,28,229
"E00047664","E00047664",277,35,30,212
"E00047665","E00047665",297,35,36,226
"E00047666","E00047666",276,31,29,216
"E00047667","E00047667",233,30,23,180
"E00047668","E00047668",334,47,33,254
"E00047669","E00047669",316,31,45,240
"E00047670","E00047670",276,37,33,206
"E00047671","E00047671",277,47,37,193
"E00047672","E00047672",300,34,33,233
"E00047673","E00047673",420,51,28,341
"E00047674","E00047674",316,33,42,241
"E00047675","E00047675",307,23,40,244
"E00047676","E00047676",344,32,31,281
"E00047677","E00047677",291,35,32,224
"E00047678","E00047678",293,30,32,231
"E00047679","E00047679",358,21,43,294
"E00047680","E00047680",299,18,30,251
"E00047681","E00047681",337,43,31,263
"E00047682","E00047682",407,12,35,360
"E00047683","E00047683",261,13,19,229
"E00047684","E00047684",356,19,26,311
"E00047685","E00047685",288,12,20,256
"E00047686","E00047686",331,28,25,278
"E00047687","E00047687",341,18,32,291
"E00047688","E00047688",350,14,25,311
"E00047689","E00047689",284,31,34,219
"E00047690","E00047690",308,40,41,227
"E00047691","E00047691",318,6,24,288
"E00047692","E00047692",322,17,45,260
"E00047693","E00047693",162,11,13,138
"E00047694","E00047694",330,15,43,272
"E00047695","E00047695",332,11,28,293
"E00047696","E00047696",334,35,46,253
"E00047697","E00047697",232,33,34,165
"E00047698","E00047698",332,13,28,291
"E00047700","E00047700",359,10,24,325
"E00047701","E00047701",223,24,32,167
"E00047702","E00047702",307,18,23,266
"E00047703","E00047703",329,20,32,277
"E00047704","E00047704",317,40,36,241
"E00047705","E00047705",346,12,26,308
"E00047706","E00047706",384,5,20,359
"E00047707","E00047707",254,31,23,200
"E00047708","E00047708",136,35,27,74
"E00047709","E00047709",315,19,42,254
"E00047710","E00047710",264,44,33,187
"E00047711","E00047711",290,18,13,259
"E00047712","E00047712",246,34,26,186
"E00047713","E00047713",343,23,34,286
"E00047714","E00047714",195,26,25,144
"E00047715","E00047715",306,11,21,274
"E00047716","E00047716",226,40,19,167
"E00047717","E00047717",334,32,20,282
"E00047718","E00047718",410,23,26,361
"E00047719","E00047719",249,21,34,194
"E00047720","E00047720",319,25,25,269
"E00047721","E00047721",317,27,21,269
"E00047722","E00047722",214,36,37,141
"E00047723","E00047723",293,18,32,243
"E00047724","E00047724",283,20,17,246
"E00047725","E00047725",350,33,58,259
"E00047726","E00047726",333,39,44,250
"E00047727","E00047727",295,12,26,257
"E00047728","E00047728",385,14,26,345
"E00047729","E00047729",302,21,16,265
"E00047730","E00047730",287,14,27,246
"E00047731","E00047731",308,32,27,249
"E00047732","E00047732",309,20,28,261
"E00047733","E00047733",294,13,30,251
"E00047734","E00047734",288,34,53,201
"E00047735","E00047735",373,13,28,332
"E00047736","E00047736",283,21,47,215
"E00047737","E00047737",316,6,15,295
"E00047738","E00047738",283,18,26,239
"E00047739","E00047739",331,21,31,279
"E00047740","E00047740",306,12,29,265
"E00047741","E00047741",168,19,21,128
"E00047742","E00047742",212,17,10,185
"E00047743","E00047743",292,28,24,240
"E00047744","E00047744",326,14,30,282
"E00047745","E00047745",257,18,21,218
"E00047746","E00047746",371,22,24,325
"E00047747","E00047747",314,14,32,268
"E00047748","E00047748",357,11,21,325
"E00047749","E00047749",218,16,21,181
"E00047750","E00047750",336,22,40,274
"E00047751","E00047751",365,34,35,296
"E00047752","E00047752",288,18,29,241
"E00047753","E00047753",308,31,36,241
"E00047754","E00047754",369,36,44,289
"E00047755","E00047755",239,18,21,200
"E00047756","E00047756",318,23,47,248
"E00047757","E00047757",272,18,25,229
"E00047758","E00047758",208,30,27,151
"E00047759","E00047759",340,11,33,296
"E00047760","E00047760",295,16,24,255
"E00047761","E00047761",291,29,25,237
"E00047762","E00047762",413,15,35,363
"E00047763","E00047763",286,52,34,200
"E00047764","E00047764",453,19,42,392
"E00047765","E00047765",322,17,32,273
"E00047766","E00047766",340,14,30,296
"E00047767","E00047767",315,15,42,258
"E00047768","E00047768",313,23,30,260
"E00047769","E00047769",230,31,25,174
"E00047770","E00047770",271,13,37,221
"E00047771","E00047771",246,32,28,186
"E00047772","E00047772",299,22,28,249
"E00047773","E00047773",309,21,30,258
"E00047774","E00047774",355,17,31,307
"E00047775","E00047775",232,22,18,192
"E00047776","E00047776",242,19,31,192
"E00047777","E00047777",380,28,29,323
"E00047778","E00047778",350,13,13,324
"E00047779","E00047779",579,18,30,531
"E00047780","E00047780",275,31,27,217
"E00047781","E00047781",337,31,26,280
"E00047782","E00047782",521,44,61,416
"E00047783","E00047783",573,22,29,522
"E00047784","E00047784",318,38,34,246
"E00047785","E00047785",312,37,36,239
"E00047786","E00047786",335,11,33,291
"E00047787","E00047787",211,21,18,172
"E00047788","E00047788",257,10,15,232
"E00047789","E00047789",253,14,20,219
"E00047790","E00047790",364,18,37,309
"E00047791","E00047791",310,17,24,269
"E00047792","E00047792",310,29,28,253
"E00047793","E00047793",212,37,30,145
"E00047794","E00047794",310,26,44,240
"E00047795","E00047795",332,13,26,293
"E00047796","E00047796",338,14,33,291
"E00047797","E00047797",232,26,25,181
"E00047798","E00047798",225,13,24,188
"E00047799","E00047799",191,10,13,168
"E00047800","E00047800",277,20,29,228
"E00047801","E00047801",288,16,16,256
"E00047802","E00047802",256,19,14,223
"E00047803","E00047803",391,20,16,355
"E00047804","E00047804",328,20,41,267
"E00047805","E00047805",237,46,32,159
"E00047806","E00047806",321,29,35,257
"E00047807","E00047807",308,8,21,279
"E00047808","E00047808",374,15,25,334
"E00047809","E00047809",348,16,27,305
"E00047810","E00047810",350,27,42,281
"E00047811","E00047811",257,10,21,226
"E00047812","E00047812",349,11,24,314
"E00047813","E00047813",183,36,39,108
"E00047814","E00047814",144,23,24,97
"E00047815","E00047815",338,17,24,297
"E00047816","E00047816",434,22,33,379
"E00047817","E00047817",312,14,38,260
"E00047818","E00047818",285,8,16,261
"E00047819","E00047819",345,7,16,322
"E00047820","E00047820",319,18,22,279
"E00047821","E00047821",294,8,23,263
"E00047823","E00047823",324,9,20,295
"E00047824","E00047824",353,17,24,312
"E00047825","E00047825",191,29,21,141
"E00047826","E00047826",382,16,32,334
"E00047827","E00047827",292,11,23,258
"E00047828","E00047828",292,42,38,212
"E00047829","E00047829",310,28,31,251
"E00047830","E00047830",258,12,29,217
"E00047831","E00047831",231,14,20,197
"E00047832","E00047832",288,18,19,251
"E00047833","E00047833",396,15,27,354
"E00047834","E00047834",265,17,30,218
"E00047835","E00047835",305,39,34,232
"E00047836","E00047836",329,10,18,301
"E00047837","E00047837",283,21,27,235
"E00047838","E00047838",251,21,21,209
"E00047839","E00047839",341,65,45,231
"E00047840","E00047840",332,16,30,286
"E00047841","E00047841",262,34,27,201
"E00047842","E00047842",327,24,33,270
"E00047843","E00047843",278,24,31,223
"E00047844","E00047844",269,22,27,220
"E00047845","E00047845",308,24,32,252
"E00047846","E00047846",316,9,20,287
"E00047847","E00047847",345,35,38,272
"E00047848","E00047848",299,23,42,234
"E00047849","E00047849",336,20,17,299
"E00047850","E00047850",290,18,22,250
"E00047851","E00047851",292,34,36,222
"E00047852","E00047852",330,49,39,242
"E00047853","E00047853",339,13,23,303
"E00047854","E00047854",253,25,17,211
"E00047855","E00047855",301,34,39,228
"E00047856","E00047856",266,27,28,211
"E00047857","E00047857",218,46,34,138
"E00047858","E00047858",333,29,38,266
"E00047859","E00047859",266,41,40,185
"E00047860","E00047860",289,20,17,252
"E00047861","E00047861",255,29,44,182
"E00047863","E00047863",314,21,24,269
"E00047864","E00047864",184,69,27,88
"E00047865","E00047865",300,23,34,243
"E00047866","E00047866",334,23,29,282
"E00047867","E00047867",363,29,29,305
"E00047868","E00047868",336,17,28,291
"E00047869","E00047869",295,38,39,218
"E00047870","E00047870",257,15,18,224
"E00047871","E00047871",369,31,31,307
"E00047872","E00047872",299,41,42,216
"E00047873","E00047873",346,18,28,300
"E00047874","E00047874",306,37,28,241
"E00047875","E00047875",342,22,28,292
"E00047876","E00047876",302,37,29,236
"E00047877","E00047877",313,41,27,245
"E00047878","E00047878",244,34,36,174
"E00047879","E00047879",425,27,45,353
"E00047880","E00047880",267,21,20,226
"E00047881","E00047881",372,38,46,288
"E00047882","E00047882",288,23,32,233
"E00047883","E00047883",313,43,26,244
"E00047884","E00047884",325,35,30,260
"E00047885","E00047885",263,39,35,189
"E00047886","E00047886",304,29,36,239
"E00047887","E00047887",323,11,23,289
"E00047888","E00047888",352,21,28,303
"E00047890","E00047890",340,43,37,260
"E00047891","E00047891",359,19,34,306
"E00047892","E00047892",301,26,48,227
"E00047893","E00047893",288,25,41,222
"E00047894","E00047894",346,24,26,296
"E00047895","E00047895",358,20,30,308
"E00047896","E00047896",293,30,34,229
"E00047897","E00047897",270,20,27,223
"E00047898","E00047898",294,64,39,191
"E00047899","E00047899",344,12,42,290
"E00047900","E00047900",301,28,39,234
"E00047901","E00047901",348,16,20,312
"E00047902","E00047902",341,17,33,291
"E00047903","E00047903",306,22,30,254
"E00047904","E00047904",350,20,36,294
"E00047905","E00047905",281,37,27,217
"E00047906","E00047906",235,18,20,197
"E00047907","E00047907",293,6,12,275
"E00047908","E00047908",343,29,32,282
"E00047909","E00047909",302,25,35,242
"E00047910","E00047910",383,19,33,331
"E00047911","E00047911",362,29,26,307
"E00047912","E00047912",312,23,37,252
"E00047913","E00047913",262,21,29,212
"E00047914","E00047914",259,16,32,211
"E00047915","E00047915",416,20,38,358
"E00047916","E00047916",296,25,27,244
"E00047917","E00047917",330,36,19,275
"E00047918","E00047918",226,13,24,189
"E00047919","E00047919",308,20,35,253
"E00047920","E00047920",375,17,33,325
"E00047921","E00047921",320,18,33,269
"E00047922","E00047922",224,23,38,163
"E00047923","E00047923",197,31,25,141
"E00047924","E00047924",323,12,31,280
"E00047925","E00047925",297,14,23,260
"E00047926","E00047926",365,18,33,314
"E00047927","E00047927",418,81,23,314
"E00047928","E00047928",371,15,22,334
"E00047929","E00047929",355,21,34,300
"E00047930","E00047930",323,29,27,267
"E00047931","E00047931",297,17,29,251
"E00047932","E00047932",321,31,24,266
"E00047933","E00047933",360,29,25,306
"E00047934","E00047934",302,22,24,256
"E00047935","E00047935",372,17,33,322
"E00047936","E00047936",369,24,31,314
"E00047937","E00047937",368,28,22,318
"E00047938","E00047938",377,25,35,317
"E00047939","E00047939",381,18,45,318
"E00047940","E00047940",381,20,25,336
"E00047941","E00047941",290,42,45,203
"E00047942","E00047942",310,21,21,268
"E00047943","E00047943",331,12,21,298
"E00047944","E00047944",312,41,27,244
"E00047945","E00047945",324,13,32,279
"E00047946","E00047946",303,25,25,253
"E00047947","E00047947",225,10,25,190
"E00047948","E00047948",299,13,33,253
"E00047949","E00047949",320,31,41,248
"E00047950","E00047950",123,6,7,110
"E00047951","E00047951",335,15,29,291
"E00047952","E00047952",258,52,36,170
"E00047953","E00047953",335,19,25,291
"E00047954","E00047954",273,29,39,205
"E00047955","E00047955",318,20,19,279
"E00047956","E00047956",281,17,27,237
"E00047957","E00047957",226,9,18,199
"E00047958","E00047958",332,13,15,304
"E00047959","E00047959",250,25,19,206
"E00047960","E00047960",286,22,31,233
"E00047961","E00047961",283,16,36,231
"E00047962","E00047962",338,24,24,290
"E00047963","E00047963",224,31,35,158
"E00047964","E00047964",317,20,36,261
"E00047965","E00047965",227,57,40,130
"E00047966","E00047966",264,9,33,222
"E00047967","E00047967",361,29,33,299
"E00047968","E00047968",329,26,23,280
"E00047969","E00047969",279,24,27,228
"E00047970","E00047970",392,17,29,346
"E00047971","E00047971",359,21,36,302
"E00047972","E00047972",298,20,25,253
"E00047973","E00047973",332,29,36,267
"E00047974","E00047974",271,24,25,222
"E00047975","E00047975",212,16,14,182
"E00047976","E00047976",288,31,29,228
"E00047977","E00047977",316,32,18,266
"E00047978","E00047978",339,19,23,297
"E00047979","E00047979",374,17,29,328
"E00047980","E00047980",316,21,31,264
"E00047981","E00047981",486,61,42,383
"E00047982","E00047982",428,44,39,345
"E00047983","E00047983",536,45,46,445
"E00047984","E00047984",462,30,33,399
"E00047985","E00047985",437,37,43,357
"E00047986","E00047986",561,44,47,470
"E00047987","E00047987",418,39,33,346
"E00047988","E00047988",407,38,25,344
"E00047989","E00047989",505,33,37,435
"E00047990","E00047990",421,34,44,343
"E00047991","E00047991",426,47,33,346
"E00047992","E00047992",302,31,26,245
"E00047993","E00047993",352,30,24,298
"E00047994","E00047994",557,45,38,474
"E00047995","E00047995",391,42,42,307
"E00047996","E00047996",528,32,49,447
"E00047997","E00047997",248,41,37,170
"E00047998","E00047998",418,48,28,342
"E00047999","E00047999",505,38,38,429
"E00048001","E00048001",332,45,43,244
"E00048002","E00048002",450,42,48,360
"E00048003","E00048003",292,46,28,218
"E00048004","E00048004",511,33,37,441
"E00048005","E00048005",314,35,28,251
"E00048006","E00048006",451,32,31,388
"E00048007","E00048007",474,50,41,383
"E00048008","E00048008",423,44,38,341
"E00048009","E00048009",552,37,28,487
"E00048010","E00048010",390,34,28,328
"E00048011","E00048011",463,39,31,393
"E00048012","E00048012",490,40,32,418
"E00048013","E00048013",396,38,38,320
"E00048014","E00048014",370,17,31,322
"E00048015","E00048015",414,36,30,348
"E00048016","E00048016",529,70,52,407
"E00048017","E00048017",607,40,55,512
"E00048018","E00048018",558,40,39,479
"E00048019","E00048019",418,29,37,352
"E00048020","E00048020",421,39,27,355
"E00048021","E00048021",438,30,34,374
"E00048022","E00048022",520,40,43,437
"E00048023","E00048023",536,37,40,459
"E00048024","E00048024",559,35,51,473
"E00048025","E00048025",435,40,37,358
"E00048026","E00048026",499,52,45,402
"E00048028","E00048028",548,50,38,460
"E00048029","E00048029",493,46,40,407
"E00048030","E00048030",446,34,39,373
"E00048031","E00048031",492,30,42,420
"E00048032","E00048032",567,49,44,474
"E00048033","E00048033",310,38,29,243
"E00048034","E00048034",395,30,35,330
"E00048035","E00048035",383,32,39,312
"E00048036","E00048036",536,42,42,452
"E00048037","E00048037",553,49,50,454
"E00048038","E00048038",597,62,61,474
"E00048039","E00048039",276,29,24,223
"E00048040","E00048040",359,39,32,288
"E00048041","E00048041",567,48,48,471
"E00048042","E00048042",513,40,29,444
"E00048043","E00048043",404,51,30,323
"E00048044","E00048044",400,53,35,312
"E00048045","E00048045",397,40,31,326
